review_rank,candidate_id,image_id,run_date,candidate_time,candidate_x,candidate_y,next_action,suggested_label,context_status,context_opus_id,context_time,context_filter,context_duration_seconds,delta_minutes,context_center_resolution_km_px
14,1356985927-0123,N1356985927,2000-12-31,2000-12-31T20:19:56.828,515.70,403.81,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356985193,2000-12-31T20:08:14.453,BL1,0.38,11.71,59.24139
14,1356985927-0123,N1356985927,2000-12-31,2000-12-31T20:19:56.828,515.70,403.81,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356984933,2000-12-31T20:03:51.643,MT3,3.2,16.09,118.47806
14,1356985927-0123,N1356985927,2000-12-31,2000-12-31T20:19:56.828,515.70,403.81,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356984893,2000-12-31T20:03:13.335,MT2,1.5,16.72,59.23868
14,1356985927-0123,N1356985927,2000-12-31,2000-12-31T20:19:56.828,515.70,403.81,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356984856,2000-12-31T20:02:36.968,CB2,1.2,17.33,59.23835
14,1356985927-0123,N1356985927,2000-12-31,2000-12-31T20:19:56.828,515.70,403.81,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356984823,2000-12-31T20:02:04.395,BL1,0.46,17.87,59.23805
15,1356990399-0030,N1356990399,2000-12-31,2000-12-31T21:34:28.797,445.85,114.86,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356990109,2000-12-31T21:30:07.607,MT3,3.2,4.35,118.57338
15,1356990399-0030,N1356990399,2000-12-31,2000-12-31T21:34:28.797,445.85,114.86,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356990069,2000-12-31T21:29:29.300,MT2,1.5,4.99,59.28632
15,1356990399-0030,N1356990399,2000-12-31,2000-12-31T21:34:28.797,445.85,114.86,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356990032,2000-12-31T21:28:52.904,CB2,1.2,5.60,59.28598
15,1356990399-0030,N1356990399,2000-12-31,2000-12-31T21:34:28.797,445.85,114.86,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356989995,2000-12-31T21:28:16.420,BL1,0.38,6.21,59.28563
15,1356990399-0030,N1356990399,2000-12-31,2000-12-31T21:34:28.797,445.85,114.86,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356989779,2000-12-31T21:24:38.209,MT3,2.6,9.84,118.56719
15,1356990399-0030,N1356990399,2000-12-31,2000-12-31T21:34:28.797,445.85,114.86,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356989739,2000-12-31T21:23:59.302,MT2,1.5,10.49,59.28322
15,1356990399-0030,N1356990399,2000-12-31,2000-12-31T21:34:28.797,445.85,114.86,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356989702,2000-12-31T21:23:22.915,CB2,1,11.10,59.28288
15,1356990399-0030,N1356990399,2000-12-31,2000-12-31T21:34:28.797,445.85,114.86,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356989665,2000-12-31T21:22:46.422,BL1,0.38,11.71,59.28254
15,1356990399-0030,N1356990399,2000-12-31,2000-12-31T21:34:28.797,445.85,114.86,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356989405,2000-12-31T21:18:23.612,MT3,3.2,16.09,118.56018
15,1356990399-0030,N1356990399,2000-12-31,2000-12-31T21:34:28.797,445.85,114.86,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356989365,2000-12-31T21:17:45.304,MT2,1.5,16.72,59.27973
15,1356990399-0030,N1356990399,2000-12-31,2000-12-31T21:34:28.797,445.85,114.86,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356989328,2000-12-31T21:17:08.933,CB2,1.2,17.33,59.27939
15,1356990399-0030,N1356990399,2000-12-31,2000-12-31T21:34:28.797,445.85,114.86,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356989295,2000-12-31T21:16:36.364,BL1,0.46,17.87,59.27908
16,1356976983-0147,N1356976983,2000-12-31,2000-12-31T17:50:52.890,718.12,439.44,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356976693,2000-12-31T17:46:31.700,MT3,3.2,4.35,118.33433
16,1356976983-0147,N1356976983,2000-12-31,2000-12-31T17:50:52.890,718.12,439.44,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356976653,2000-12-31T17:45:53.392,MT2,1.5,4.99,59.16683
16,1356976983-0147,N1356976983,2000-12-31,2000-12-31T17:50:52.890,718.12,439.44,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356976616,2000-12-31T17:45:17.001,CB2,1.2,5.60,59.16653
16,1356976983-0147,N1356976983,2000-12-31,2000-12-31T17:50:52.890,718.12,439.44,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356976579,2000-12-31T17:44:40.513,BL1,0.38,6.21,59.16622
16,1356976983-0147,N1356976983,2000-12-31,2000-12-31T17:50:52.890,718.12,439.44,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356976363,2000-12-31T17:41:02.302,MT3,2.6,9.84,118.32878
16,1356976983-0147,N1356976983,2000-12-31,2000-12-31T17:50:52.890,718.12,439.44,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356976323,2000-12-31T17:40:23.395,MT2,1.5,10.49,59.16406
16,1356976983-0147,N1356976983,2000-12-31,2000-12-31T17:50:52.890,718.12,439.44,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356976286,2000-12-31T17:39:47.008,CB2,1,11.10,59.16375
16,1356976983-0147,N1356976983,2000-12-31,2000-12-31T17:50:52.890,718.12,439.44,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356976249,2000-12-31T17:39:10.515,BL1,0.38,11.71,59.16344
16,1356976983-0147,N1356976983,2000-12-31,2000-12-31T17:50:52.890,718.12,439.44,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356975989,2000-12-31T17:34:47.705,MT3,3.2,16.09,118.32251
16,1356976983-0147,N1356976983,2000-12-31,2000-12-31T17:50:52.890,718.12,439.44,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356975949,2000-12-31T17:34:09.397,MT2,1.5,16.72,59.16093
16,1356976983-0147,N1356976983,2000-12-31,2000-12-31T17:50:52.890,718.12,439.44,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356975912,2000-12-31T17:33:33.030,CB2,1.2,17.33,59.16062
16,1356976983-0147,N1356976983,2000-12-31,2000-12-31T17:50:52.890,718.12,439.44,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356975879,2000-12-31T17:33:00.457,BL1,0.46,17.87,59.16034
17,1356990399-0193,N1356990399,2000-12-31,2000-12-31T21:34:28.797,744.43,625.61,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356990109,2000-12-31T21:30:07.607,MT3,3.2,4.35,118.57338
17,1356990399-0193,N1356990399,2000-12-31,2000-12-31T21:34:28.797,744.43,625.61,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356990069,2000-12-31T21:29:29.300,MT2,1.5,4.99,59.28632
17,1356990399-0193,N1356990399,2000-12-31,2000-12-31T21:34:28.797,744.43,625.61,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356990032,2000-12-31T21:28:52.904,CB2,1.2,5.60,59.28598
17,1356990399-0193,N1356990399,2000-12-31,2000-12-31T21:34:28.797,744.43,625.61,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356989995,2000-12-31T21:28:16.420,BL1,0.38,6.21,59.28563
17,1356990399-0193,N1356990399,2000-12-31,2000-12-31T21:34:28.797,744.43,625.61,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356989779,2000-12-31T21:24:38.209,MT3,2.6,9.84,118.56719
17,1356990399-0193,N1356990399,2000-12-31,2000-12-31T21:34:28.797,744.43,625.61,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356989739,2000-12-31T21:23:59.302,MT2,1.5,10.49,59.28322
17,1356990399-0193,N1356990399,2000-12-31,2000-12-31T21:34:28.797,744.43,625.61,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356989702,2000-12-31T21:23:22.915,CB2,1,11.10,59.28288
17,1356990399-0193,N1356990399,2000-12-31,2000-12-31T21:34:28.797,744.43,625.61,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356989665,2000-12-31T21:22:46.422,BL1,0.38,11.71,59.28254
17,1356990399-0193,N1356990399,2000-12-31,2000-12-31T21:34:28.797,744.43,625.61,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356989405,2000-12-31T21:18:23.612,MT3,3.2,16.09,118.56018
17,1356990399-0193,N1356990399,2000-12-31,2000-12-31T21:34:28.797,744.43,625.61,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356989365,2000-12-31T21:17:45.304,MT2,1.5,16.72,59.27973
17,1356990399-0193,N1356990399,2000-12-31,2000-12-31T21:34:28.797,744.43,625.61,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356989328,2000-12-31T21:17:08.933,CB2,1.2,17.33,59.27939
17,1356990399-0193,N1356990399,2000-12-31,2000-12-31T21:34:28.797,744.43,625.61,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356989295,2000-12-31T21:16:36.364,BL1,0.46,17.87,59.27908
18,1356990399-0086,N1356990399,2000-12-31,2000-12-31T21:34:28.797,647.43,332.24,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356990109,2000-12-31T21:30:07.607,MT3,3.2,4.35,118.57338
18,1356990399-0086,N1356990399,2000-12-31,2000-12-31T21:34:28.797,647.43,332.24,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356990069,2000-12-31T21:29:29.300,MT2,1.5,4.99,59.28632
18,1356990399-0086,N1356990399,2000-12-31,2000-12-31T21:34:28.797,647.43,332.24,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356990032,2000-12-31T21:28:52.904,CB2,1.2,5.60,59.28598
18,1356990399-0086,N1356990399,2000-12-31,2000-12-31T21:34:28.797,647.43,332.24,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356989995,2000-12-31T21:28:16.420,BL1,0.38,6.21,59.28563
18,1356990399-0086,N1356990399,2000-12-31,2000-12-31T21:34:28.797,647.43,332.24,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356989779,2000-12-31T21:24:38.209,MT3,2.6,9.84,118.56719
18,1356990399-0086,N1356990399,2000-12-31,2000-12-31T21:34:28.797,647.43,332.24,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356989739,2000-12-31T21:23:59.302,MT2,1.5,10.49,59.28322
18,1356990399-0086,N1356990399,2000-12-31,2000-12-31T21:34:28.797,647.43,332.24,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356989702,2000-12-31T21:23:22.915,CB2,1,11.10,59.28288
18,1356990399-0086,N1356990399,2000-12-31,2000-12-31T21:34:28.797,647.43,332.24,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356989665,2000-12-31T21:22:46.422,BL1,0.38,11.71,59.28254
18,1356990399-0086,N1356990399,2000-12-31,2000-12-31T21:34:28.797,647.43,332.24,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356989405,2000-12-31T21:18:23.612,MT3,3.2,16.09,118.56018
18,1356990399-0086,N1356990399,2000-12-31,2000-12-31T21:34:28.797,647.43,332.24,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356989365,2000-12-31T21:17:45.304,MT2,1.5,16.72,59.27973
18,1356990399-0086,N1356990399,2000-12-31,2000-12-31T21:34:28.797,647.43,332.24,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356989328,2000-12-31T21:17:08.933,CB2,1.2,17.33,59.27939
18,1356990399-0086,N1356990399,2000-12-31,2000-12-31T21:34:28.797,647.43,332.24,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356989295,2000-12-31T21:16:36.364,BL1,0.46,17.87,59.27908
19,1356990399-0056,N1356990399,2000-12-31,2000-12-31T21:34:28.797,218.44,234.51,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356990109,2000-12-31T21:30:07.607,MT3,3.2,4.35,118.57338
19,1356990399-0056,N1356990399,2000-12-31,2000-12-31T21:34:28.797,218.44,234.51,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356990069,2000-12-31T21:29:29.300,MT2,1.5,4.99,59.28632
19,1356990399-0056,N1356990399,2000-12-31,2000-12-31T21:34:28.797,218.44,234.51,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356990032,2000-12-31T21:28:52.904,CB2,1.2,5.60,59.28598
19,1356990399-0056,N1356990399,2000-12-31,2000-12-31T21:34:28.797,218.44,234.51,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356989995,2000-12-31T21:28:16.420,BL1,0.38,6.21,59.28563
19,1356990399-0056,N1356990399,2000-12-31,2000-12-31T21:34:28.797,218.44,234.51,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356989779,2000-12-31T21:24:38.209,MT3,2.6,9.84,118.56719
19,1356990399-0056,N1356990399,2000-12-31,2000-12-31T21:34:28.797,218.44,234.51,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356989739,2000-12-31T21:23:59.302,MT2,1.5,10.49,59.28322
19,1356990399-0056,N1356990399,2000-12-31,2000-12-31T21:34:28.797,218.44,234.51,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356989702,2000-12-31T21:23:22.915,CB2,1,11.10,59.28288
19,1356990399-0056,N1356990399,2000-12-31,2000-12-31T21:34:28.797,218.44,234.51,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356989665,2000-12-31T21:22:46.422,BL1,0.38,11.71,59.28254
19,1356990399-0056,N1356990399,2000-12-31,2000-12-31T21:34:28.797,218.44,234.51,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356989405,2000-12-31T21:18:23.612,MT3,3.2,16.09,118.56018
19,1356990399-0056,N1356990399,2000-12-31,2000-12-31T21:34:28.797,218.44,234.51,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356989365,2000-12-31T21:17:45.304,MT2,1.5,16.72,59.27973
19,1356990399-0056,N1356990399,2000-12-31,2000-12-31T21:34:28.797,218.44,234.51,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356989328,2000-12-31T21:17:08.933,CB2,1.2,17.33,59.27939
19,1356990399-0056,N1356990399,2000-12-31,2000-12-31T21:34:28.797,218.44,234.51,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356989295,2000-12-31T21:16:36.364,BL1,0.46,17.87,59.27908
20,1356985927-0197,N1356985927,2000-12-31,2000-12-31T20:19:56.828,116.23,575.74,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356985637,2000-12-31T20:15:35.638,MT3,3.2,4.35,118.4908
20,1356985927-0197,N1356985927,2000-12-31,2000-12-31T20:19:56.828,116.23,575.74,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356985597,2000-12-31T20:14:57.331,MT2,1.5,4.99,59.24504
20,1356985927-0197,N1356985927,2000-12-31,2000-12-31T20:19:56.828,116.23,575.74,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356985193,2000-12-31T20:08:14.453,BL1,0.38,11.71,59.24139
20,1356985927-0197,N1356985927,2000-12-31,2000-12-31T20:19:56.828,116.23,575.74,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356984933,2000-12-31T20:03:51.643,MT3,3.2,16.09,118.47806
20,1356985927-0197,N1356985927,2000-12-31,2000-12-31T20:19:56.828,116.23,575.74,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356984893,2000-12-31T20:03:13.335,MT2,1.5,16.72,59.23868
20,1356985927-0197,N1356985927,2000-12-31,2000-12-31T20:19:56.828,116.23,575.74,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356984856,2000-12-31T20:02:36.968,CB2,1.2,17.33,59.23835
20,1356985927-0197,N1356985927,2000-12-31,2000-12-31T20:19:56.828,116.23,575.74,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356984823,2000-12-31T20:02:04.395,BL1,0.46,17.87,59.23805
21,1356985927-0308,N1356985927,2000-12-31,2000-12-31T20:19:56.828,922.55,771.33,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356985637,2000-12-31T20:15:35.638,MT3,3.2,4.35,118.4908
21,1356985927-0308,N1356985927,2000-12-31,2000-12-31T20:19:56.828,922.55,771.33,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356985597,2000-12-31T20:14:57.331,MT2,1.5,4.99,59.24504
21,1356985927-0308,N1356985927,2000-12-31,2000-12-31T20:19:56.828,922.55,771.33,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356985193,2000-12-31T20:08:14.453,BL1,0.38,11.71,59.24139
21,1356985927-0308,N1356985927,2000-12-31,2000-12-31T20:19:56.828,922.55,771.33,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356984933,2000-12-31T20:03:51.643,MT3,3.2,16.09,118.47806
21,1356985927-0308,N1356985927,2000-12-31,2000-12-31T20:19:56.828,922.55,771.33,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356984893,2000-12-31T20:03:13.335,MT2,1.5,16.72,59.23868
21,1356985927-0308,N1356985927,2000-12-31,2000-12-31T20:19:56.828,922.55,771.33,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356984856,2000-12-31T20:02:36.968,CB2,1.2,17.33,59.23835
21,1356985927-0308,N1356985927,2000-12-31,2000-12-31T20:19:56.828,922.55,771.33,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356984823,2000-12-31T20:02:04.395,BL1,0.46,17.87,59.23805
22,1356990399-0263,N1356990399,2000-12-31,2000-12-31T21:34:28.797,382.48,864.12,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356990109,2000-12-31T21:30:07.607,MT3,3.2,4.35,118.57338
22,1356990399-0263,N1356990399,2000-12-31,2000-12-31T21:34:28.797,382.48,864.12,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356990069,2000-12-31T21:29:29.300,MT2,1.5,4.99,59.28632
22,1356990399-0263,N1356990399,2000-12-31,2000-12-31T21:34:28.797,382.48,864.12,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356990032,2000-12-31T21:28:52.904,CB2,1.2,5.60,59.28598
22,1356990399-0263,N1356990399,2000-12-31,2000-12-31T21:34:28.797,382.48,864.12,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356989995,2000-12-31T21:28:16.420,BL1,0.38,6.21,59.28563
22,1356990399-0263,N1356990399,2000-12-31,2000-12-31T21:34:28.797,382.48,864.12,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356989779,2000-12-31T21:24:38.209,MT3,2.6,9.84,118.56719
22,1356990399-0263,N1356990399,2000-12-31,2000-12-31T21:34:28.797,382.48,864.12,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356989739,2000-12-31T21:23:59.302,MT2,1.5,10.49,59.28322
22,1356990399-0263,N1356990399,2000-12-31,2000-12-31T21:34:28.797,382.48,864.12,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356989702,2000-12-31T21:23:22.915,CB2,1,11.10,59.28288
22,1356990399-0263,N1356990399,2000-12-31,2000-12-31T21:34:28.797,382.48,864.12,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356989665,2000-12-31T21:22:46.422,BL1,0.38,11.71,59.28254
22,1356990399-0263,N1356990399,2000-12-31,2000-12-31T21:34:28.797,382.48,864.12,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356989405,2000-12-31T21:18:23.612,MT3,3.2,16.09,118.56018
22,1356990399-0263,N1356990399,2000-12-31,2000-12-31T21:34:28.797,382.48,864.12,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356989365,2000-12-31T21:17:45.304,MT2,1.5,16.72,59.27973
22,1356990399-0263,N1356990399,2000-12-31,2000-12-31T21:34:28.797,382.48,864.12,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356989328,2000-12-31T21:17:08.933,CB2,1.2,17.33,59.27939
22,1356990399-0263,N1356990399,2000-12-31,2000-12-31T21:34:28.797,382.48,864.12,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356989295,2000-12-31T21:16:36.364,BL1,0.46,17.87,59.27908
23,1356981455-0275,N1356981455,2000-12-31,2000-12-31T19:05:24.859,343.62,791.13,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356981165,2000-12-31T19:01:03.669,MT3,3.2,4.35,118.41111
23,1356981455-0275,N1356981455,2000-12-31,2000-12-31T19:05:24.859,343.62,791.13,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356981125,2000-12-31T19:00:25.361,MT2,1.5,4.99,59.20521
23,1356981455-0275,N1356981455,2000-12-31,2000-12-31T19:05:24.859,343.62,791.13,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356981088,2000-12-31T18:59:48.966,CB2,1.2,5.60,59.20489
23,1356981455-0275,N1356981455,2000-12-31,2000-12-31T19:05:24.859,343.62,791.13,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356981051,2000-12-31T18:59:12.482,BL1,0.38,6.21,59.20457
23,1356981455-0275,N1356981455,2000-12-31,2000-12-31T19:05:24.859,343.62,791.13,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356980835,2000-12-31T18:55:34.271,MT3,2.6,9.84,118.40535
23,1356981455-0275,N1356981455,2000-12-31,2000-12-31T19:05:24.859,343.62,791.13,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356980795,2000-12-31T18:54:55.364,MT2,1.5,10.49,59.20233
23,1356981455-0275,N1356981455,2000-12-31,2000-12-31T19:05:24.859,343.62,791.13,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356980758,2000-12-31T18:54:18.977,CB2,1,11.10,59.20201
23,1356981455-0275,N1356981455,2000-12-31,2000-12-31T19:05:24.859,343.62,791.13,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356980721,2000-12-31T18:53:42.484,BL1,0.38,11.71,59.20169
23,1356981455-0275,N1356981455,2000-12-31,2000-12-31T19:05:24.859,343.62,791.13,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356980461,2000-12-31T18:49:19.674,MT3,3.2,16.09,118.39883
23,1356981455-0275,N1356981455,2000-12-31,2000-12-31T19:05:24.859,343.62,791.13,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356980421,2000-12-31T18:48:41.366,MT2,1.5,16.72,59.19908
23,1356981455-0275,N1356981455,2000-12-31,2000-12-31T19:05:24.859,343.62,791.13,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356980384,2000-12-31T18:48:04.999,CB2,1.2,17.33,59.19876
23,1356981455-0275,N1356981455,2000-12-31,2000-12-31T19:05:24.859,343.62,791.13,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356980351,2000-12-31T18:47:32.434,BL1,0.46,17.87,59.19847
24,1356981455-0109,N1356981455,2000-12-31,2000-12-31T19:05:24.859,909.59,321.38,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356981165,2000-12-31T19:01:03.669,MT3,3.2,4.35,118.41111
24,1356981455-0109,N1356981455,2000-12-31,2000-12-31T19:05:24.859,909.59,321.38,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356981125,2000-12-31T19:00:25.361,MT2,1.5,4.99,59.20521
24,1356981455-0109,N1356981455,2000-12-31,2000-12-31T19:05:24.859,909.59,321.38,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356981088,2000-12-31T18:59:48.966,CB2,1.2,5.60,59.20489
24,1356981455-0109,N1356981455,2000-12-31,2000-12-31T19:05:24.859,909.59,321.38,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356981051,2000-12-31T18:59:12.482,BL1,0.38,6.21,59.20457
24,1356981455-0109,N1356981455,2000-12-31,2000-12-31T19:05:24.859,909.59,321.38,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356980835,2000-12-31T18:55:34.271,MT3,2.6,9.84,118.40535
24,1356981455-0109,N1356981455,2000-12-31,2000-12-31T19:05:24.859,909.59,321.38,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356980795,2000-12-31T18:54:55.364,MT2,1.5,10.49,59.20233
24,1356981455-0109,N1356981455,2000-12-31,2000-12-31T19:05:24.859,909.59,321.38,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356980758,2000-12-31T18:54:18.977,CB2,1,11.10,59.20201
24,1356981455-0109,N1356981455,2000-12-31,2000-12-31T19:05:24.859,909.59,321.38,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356980721,2000-12-31T18:53:42.484,BL1,0.38,11.71,59.20169
24,1356981455-0109,N1356981455,2000-12-31,2000-12-31T19:05:24.859,909.59,321.38,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356980461,2000-12-31T18:49:19.674,MT3,3.2,16.09,118.39883
24,1356981455-0109,N1356981455,2000-12-31,2000-12-31T19:05:24.859,909.59,321.38,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356980421,2000-12-31T18:48:41.366,MT2,1.5,16.72,59.19908
24,1356981455-0109,N1356981455,2000-12-31,2000-12-31T19:05:24.859,909.59,321.38,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356980384,2000-12-31T18:48:04.999,CB2,1.2,17.33,59.19876
24,1356981455-0109,N1356981455,2000-12-31,2000-12-31T19:05:24.859,909.59,321.38,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356980351,2000-12-31T18:47:32.434,BL1,0.46,17.87,59.19847
25,1356985927-0012,N1356985927,2000-12-31,2000-12-31T20:19:56.828,493.50,54.00,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356985637,2000-12-31T20:15:35.638,MT3,3.2,4.35,118.4908
25,1356985927-0012,N1356985927,2000-12-31,2000-12-31T20:19:56.828,493.50,54.00,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356985597,2000-12-31T20:14:57.331,MT2,1.5,4.99,59.24504
25,1356985927-0012,N1356985927,2000-12-31,2000-12-31T20:19:56.828,493.50,54.00,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356985193,2000-12-31T20:08:14.453,BL1,0.38,11.71,59.24139
25,1356985927-0012,N1356985927,2000-12-31,2000-12-31T20:19:56.828,493.50,54.00,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356984933,2000-12-31T20:03:51.643,MT3,3.2,16.09,118.47806
25,1356985927-0012,N1356985927,2000-12-31,2000-12-31T20:19:56.828,493.50,54.00,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356984893,2000-12-31T20:03:13.335,MT2,1.5,16.72,59.23868
25,1356985927-0012,N1356985927,2000-12-31,2000-12-31T20:19:56.828,493.50,54.00,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356984856,2000-12-31T20:02:36.968,CB2,1.2,17.33,59.23835
25,1356985927-0012,N1356985927,2000-12-31,2000-12-31T20:19:56.828,493.50,54.00,priority_temporal_review,uncertain,nearby_non_hal_context,co-iss-n1356984823,2000-12-31T20:02:04.395,BL1,0.46,17.87,59.23805
