run_date,track_id,frame_count,first_frame_index,last_frame_index,first_image_id,last_image_id,start_time,end_time,start_x,start_y,end_x,end_y,net_dx_px,net_dy_px,median_x,median_y,median_peak_snr,mean_step_px,step_cv,motion_consistency,candidate_score,reason,candidate_ids
2001-01-01,T0017,2,0,1,N1357008677,N1357009037,2001-01-01T02:39:06.671,2001-01-01T02:45:06.668,947.71,777.41,991.66,789.72,43.95,12.31,969.68,783.57,13.54,45.64,0.000,1.000,0.4937,"2 frame(s); median area 5.0 px; net motion dx=43.9, dy=12.3; flags: none",1357008677-0152|1357009037-0363
2001-01-01,T0272,2,6,7,N1357019873,N1357020233,2001-01-01T05:45:42.593,2001-01-01T05:51:42.591,398.64,872.08,450.61,854.68,51.97,-17.40,424.62,863.38,17.51,54.81,0.000,1.000,0.4926,"2 frame(s); median area 4.0 px; net motion dx=52.0, dy=-17.4; flags: none",1357019873-0295|1357020233-0372
2001-01-01,T0253,2,6,7,N1357019873,N1357020233,2001-01-01T05:45:42.593,2001-01-01T05:51:42.591,860.76,61.25,908.48,4.53,47.72,-56.72,884.62,32.89,18.91,74.12,0.000,1.000,0.4884,"2 frame(s); median area 3.5 px; net motion dx=47.7, dy=-56.7; flags: none",1357019873-0018|1357020233-0009
2001-01-01,T0646,2,17,18,N1357037371,N1357037761,2001-01-01T10:37:20.472,2001-01-01T10:43:50.469,359.66,297.62,295.74,263.19,-63.92,-34.43,327.70,280.40,14.04,72.60,0.000,1.000,0.4843,"2 frame(s); median area 4.5 px; net motion dx=-63.9, dy=-34.4; flags: none",1357037371-0107|1357037761-0086
2001-01-01,T0657,2,17,18,N1357037371,N1357037761,2001-01-01T10:37:20.472,2001-01-01T10:43:50.469,949.40,484.51,945.73,417.25,-3.67,-67.26,947.57,450.88,18.16,67.36,0.000,1.000,0.4839,"2 frame(s); median area 3.5 px; net motion dx=-3.7, dy=-67.3; flags: none",1357037371-0187|1357037761-0145
2001-01-01,T0471,2,11,12,N1357028427,N1357028817,2001-01-01T08:08:16.534,2001-01-01T08:14:46.531,775.63,842.74,834.61,828.23,58.98,-14.51,805.12,835.49,20.20,60.74,0.000,1.000,0.4837,"2 frame(s); median area 3.0 px; net motion dx=59.0, dy=-14.5; flags: none",1357028427-0342|1357028817-0337
2001-01-01,T0268,2,6,7,N1357019873,N1357020233,2001-01-01T05:45:42.593,2001-01-01T05:51:42.591,479.66,738.65,445.20,684.19,-34.46,-54.46,462.43,711.42,17.86,64.45,0.000,1.000,0.4822,"2 frame(s); median area 3.5 px; net motion dx=-34.5, dy=-54.5; flags: none",1357019873-0242|1357020233-0316
2001-01-01,T0755,2,20,21,N1357041843,N1357042233,2001-01-01T11:51:52.441,2001-01-01T11:58:22.438,900.35,511.52,916.40,450.69,16.05,-60.83,908.38,481.11,15.71,62.91,0.000,1.000,0.4818,"2 frame(s); median area 4.0 px; net motion dx=16.1, dy=-60.8; flags: none",1357041843-0168|1357042233-0153
2001-01-01,T0788,2,21,22,N1357042233,N1357042593,2001-01-01T11:58:22.438,2001-01-01T12:04:22.436,468.87,634.58,510.81,602.41,41.94,-32.17,489.84,618.50,17.33,52.86,0.000,1.000,0.4790,"2 frame(s); median area 3.5 px; net motion dx=41.9, dy=-32.2; flags: none",1357042233-0237|1357042593-0265
2001-01-01,T0126,2,2,3,N1357015011,N1357015401,2001-01-01T04:24:40.627,2001-01-01T04:31:10.624,798.45,803.20,764.76,763.43,-33.69,-39.77,781.61,783.32,17.07,52.12,0.000,1.000,0.4775,"2 frame(s); median area 3.5 px; net motion dx=-33.7, dy=-39.8; flags: none",1357015011-0417|1357015401-0278
2001-01-01,T0793,2,21,22,N1357042233,N1357042593,2001-01-01T11:58:22.438,2001-01-01T12:04:22.436,966.50,857.50,938.76,899.88,-27.74,42.38,952.63,878.69,12.67,50.65,0.000,1.000,0.4760,"2 frame(s); median area 4.5 px; net motion dx=-27.7, dy=42.4; flags: none",1357042233-0309|1357042593-0388
2001-01-01,T0319,2,8,9,N1357023955,N1357024345,2001-01-01T06:53:44.565,2001-01-01T07:00:14.562,741.28,74.02,801.77,68.31,60.49,-5.71,771.52,71.16,18.90,60.76,0.000,1.000,0.4759,"2 frame(s); median area 3.0 px; net motion dx=60.5, dy=-5.7; flags: none",1357023955-0024|1357024345-0018
2001-01-01,T0476,2,11,12,N1357028427,N1357028817,2001-01-01T08:08:16.534,2001-01-01T08:14:46.531,828.29,941.47,889.96,931.47,61.67,-10.00,859.12,936.47,8.38,62.48,0.000,1.000,0.4753,"2 frame(s); median area 5.5 px; net motion dx=61.7, dy=-10.0; flags: none",1357028427-0404|1357028817-0392
2001-01-01,T0015,2,0,1,N1357008677,N1357009037,2001-01-01T02:39:06.671,2001-01-01T02:45:06.668,1010.79,747.79,1006.24,748.62,-4.55,0.83,1008.51,748.20,16.47,4.63,0.000,1.000,0.4738,"2 frame(s); median area 3.5 px; net motion dx=-4.5, dy=0.8; flags: none",1357008677-0133|1357009037-0346
2001-01-01,T0550,2,14,15,N1357032899,N1357033289,2001-01-01T09:22:48.503,2001-01-01T09:29:18.500,425.74,78.85,380.24,58.97,-45.50,-19.88,402.99,68.91,15.80,49.65,0.000,1.000,0.4699,"2 frame(s); median area 3.5 px; net motion dx=-45.5, dy=-19.9; flags: none",1357032899-0025|1357033289-0018
2001-01-01,T0652,2,17,18,N1357037371,N1357037761,2001-01-01T10:37:20.472,2001-01-01T10:43:50.469,24.37,379.63,41.58,326.52,17.21,-53.11,32.98,353.07,15.82,55.83,0.000,1.000,0.4699,"2 frame(s); median area 3.5 px; net motion dx=17.2, dy=-53.1; flags: none",1357037371-0135|1357037761-0109
2001-01-01,T0504,2,12,13,N1357028817,N1357029177,2001-01-01T08:14:46.531,2001-01-01T08:20:46.529,889.67,624.74,889.37,667.63,-0.30,42.89,889.52,646.18,17.80,42.89,0.000,1.000,0.4693,"2 frame(s); median area 3.0 px; net motion dx=-0.3, dy=42.9; flags: none",1357028817-0254|1357029177-0327
2001-01-01,T0443,2,11,12,N1357028427,N1357028817,2001-01-01T08:08:16.534,2001-01-01T08:14:46.531,989.51,404.48,961.98,450.33,-27.53,45.85,975.75,427.40,13.52,53.48,0.000,1.000,0.4686,"2 frame(s); median area 4.0 px; net motion dx=-27.5, dy=45.8; flags: none",1357028427-0162|1357028817-0179
2001-01-01,T0766,2,20,21,N1357041843,N1357042233,2001-01-01T11:51:52.441,2001-01-01T11:58:22.438,740.55,890.19,802.98,946.47,62.43,56.28,771.76,918.33,13.45,84.05,0.000,1.000,0.4682,"2 frame(s); median area 4.0 px; net motion dx=62.4, dy=56.3; flags: none",1357041843-0293|1357042233-0401
2001-01-01,T0581,2,14,15,N1357032899,N1357033289,2001-01-01T09:22:48.503,2001-01-01T09:29:18.500,865.33,939.02,817.11,944.42,-48.22,5.40,841.22,941.72,9.04,48.52,0.000,1.000,0.4667,"2 frame(s); median area 5.0 px; net motion dx=-48.2, dy=5.4; flags: none",1357032899-0372|1357033289-0401
2001-01-01,T0087,2,2,3,N1357015011,N1357015401,2001-01-01T04:24:40.627,2001-01-01T04:31:10.624,778.31,327.68,761.80,316.79,-16.51,-10.89,770.05,322.24,16.53,19.78,0.000,1.000,0.4617,"2 frame(s); median area 3.0 px; net motion dx=-16.5, dy=-10.9; flags: none",1357015011-0134|1357015401-0110
2001-01-01,T0599,2,15,16,N1357033289,N1357033649,2001-01-01T09:29:18.500,2001-01-01T09:35:18.498,612.42,772.71,642.15,698.63,29.73,-74.08,627.28,735.67,16.17,79.82,0.000,1.000,0.4595,"2 frame(s); median area 3.0 px; net motion dx=29.7, dy=-74.1; flags: none",1357033289-0284|1357033649-0306
2001-01-01,T0570,2,14,15,N1357032899,N1357033289,2001-01-01T09:22:48.503,2001-01-01T09:29:18.500,758.99,758.68,784.55,801.07,25.56,42.39,771.77,779.88,14.07,49.50,0.000,1.000,0.4594,"2 frame(s); median area 3.5 px; net motion dx=25.6, dy=42.4; flags: none",1357032899-0275|1357033289-0295
2001-01-01,T0493,2,12,13,N1357028817,N1357029177,2001-01-01T08:14:46.531,2001-01-01T08:20:46.529,913.83,224.41,919.73,229.19,5.90,4.78,916.78,226.80,14.04,7.59,0.000,1.000,0.4593,"2 frame(s); median area 3.5 px; net motion dx=5.9, dy=4.8; flags: none",1357028817-0091|1357029177-0158
2001-01-01,T0605,2,15,16,N1357033289,N1357033649,2001-01-01T09:29:18.500,2001-01-01T09:35:18.498,947.66,850.31,866.70,859.54,-80.96,9.23,907.18,854.92,15.51,81.48,0.000,1.000,0.4556,"2 frame(s); median area 3.0 px; net motion dx=-81.0, dy=9.2; flags: none",1357033289-0316|1357033649-0359
2001-01-01,T0704,2,18,19,N1357037761,N1357038121,2001-01-01T10:43:50.469,2001-01-01T10:49:50.467,188.27,440.23,174.35,498.28,-13.92,58.05,181.31,469.25,15.47,59.70,0.000,1.000,0.4553,"2 frame(s); median area 3.0 px; net motion dx=-13.9, dy=58.1; flags: none",1357037761-0155|1357038121-0235
2001-01-01,T0702,2,18,19,N1357037761,N1357038121,2001-01-01T10:43:50.469,2001-01-01T10:49:50.467,860.21,360.56,811.25,378.38,-48.96,17.82,835.73,369.47,14.78,52.10,0.000,1.000,0.4511,"2 frame(s); median area 3.0 px; net motion dx=-49.0, dy=17.8; flags: none",1357037761-0126|1357038121-0192
2001-01-01,T0446,2,11,12,N1357028427,N1357028817,2001-01-01T08:08:16.534,2001-01-01T08:14:46.531,424.66,463.34,444.26,394.41,19.60,-68.93,434.46,428.88,14.72,71.66,0.000,1.000,0.4508,"2 frame(s); median area 3.0 px; net motion dx=19.6, dy=-68.9; flags: none",1357028427-0187|1357028817-0160
2001-01-01,T0580,2,14,15,N1357032899,N1357033289,2001-01-01T09:22:48.503,2001-01-01T09:29:18.500,837.26,939.03,807.02,943.58,-30.24,4.55,822.14,941.31,8.32,30.58,0.000,1.000,0.4499,"2 frame(s); median area 4.5 px; net motion dx=-30.2, dy=4.6; flags: none",1357032899-0370|1357033289-0400
2001-01-01,T0774,2,21,22,N1357042233,N1357042593,2001-01-01T11:58:22.438,2001-01-01T12:04:22.436,736.32,205.66,721.79,153.38,-14.53,-52.28,729.06,179.52,14.24,54.26,0.000,1.000,0.4480,"2 frame(s); median area 3.0 px; net motion dx=-14.5, dy=-52.3; flags: none",1357042233-0065|1357042593-0102
2001-01-01,T0143,2,3,4,N1357015401,N1357015761,2001-01-01T04:31:10.624,2001-01-01T04:37:10.622,181.61,84.77,167.85,80.69,-13.76,-4.08,174.73,82.73,14.13,14.35,0.000,1.000,0.4473,"2 frame(s); median area 3.0 px; net motion dx=-13.8, dy=-4.1; flags: none",1357015401-0028|1357015761-0116
2001-01-01,T0245,2,5,6,N1357019483,N1357019873,2001-01-01T05:39:12.596,2001-01-01T05:45:42.593,905.02,934.69,912.50,926.60,7.48,-8.09,908.76,930.64,11.70,11.02,0.000,1.000,0.4452,"2 frame(s); median area 3.5 px; net motion dx=7.5, dy=-8.1; flags: none",1357019483-0384|1357019873-0318
2001-01-01,T0258,2,6,7,N1357019873,N1357020233,2001-01-01T05:45:42.593,2001-01-01T05:51:42.591,974.75,169.62,936.32,99.34,-38.43,-70.28,955.54,134.48,13.25,80.10,0.000,1.000,0.4420,"2 frame(s); median area 3.0 px; net motion dx=-38.4, dy=-70.3; flags: none",1357019873-0061|1357020233-0099
2001-01-01,T0356,2,8,9,N1357023955,N1357024345,2001-01-01T06:53:44.565,2001-01-01T07:00:14.562,260.65,843.35,302.32,848.24,41.67,4.89,281.49,845.80,12.81,41.96,0.000,1.000,0.4394,"2 frame(s); median area 3.0 px; net motion dx=41.7, dy=4.9; flags: none",1357023955-0304|1357024345-0293
2001-01-01,T0764,2,20,21,N1357041843,N1357042233,2001-01-01T11:51:52.441,2001-01-01T11:58:22.438,864.74,796.98,935.67,836.67,70.93,39.69,900.20,816.83,10.71,81.28,0.000,1.000,0.4393,"2 frame(s); median area 3.5 px; net motion dx=70.9, dy=39.7; flags: none",1357041843-0263|1357042233-0299
2001-01-01,T0463,2,11,12,N1357028427,N1357028817,2001-01-01T08:08:16.534,2001-01-01T08:14:46.531,969.49,737.51,919.71,766.35,-49.78,28.84,944.60,751.93,10.65,57.53,0.000,1.000,0.4389,"2 frame(s); median area 3.5 px; net motion dx=-49.8, dy=28.8; flags: none",1357028427-0301|1357028817-0308
2001-01-01,T0052,1,1,1,N1357009037,N1357009037,2001-01-01T02:45:06.668,2001-01-01T02:45:06.668,441.43,451.44,441.43,451.44,0.00,0.00,441.43,451.44,28.64,0.00,0.000,1.000,0.4375,1 frame(s); median area 10.0 px; flags: none,1357009037-0222
2001-01-01,T0060,1,1,1,N1357009037,N1357009037,2001-01-01T02:45:06.668,2001-01-01T02:45:06.668,646.71,594.55,646.71,594.55,0.00,0.00,646.71,594.55,37.89,0.00,0.000,1.000,0.4375,1 frame(s); median area 27.0 px; flags: none,1357009037-0278
2001-01-01,T0064,1,1,1,N1357009037,N1357009037,2001-01-01T02:45:06.668,2001-01-01T02:45:06.668,262.61,740.82,262.61,740.82,0.00,0.00,262.61,740.82,42.16,0.00,0.000,1.000,0.4375,1 frame(s); median area 9.0 px; flags: none,1357009037-0341
2001-01-01,T0071,1,1,1,N1357009037,N1357009037,2001-01-01T02:45:06.668,2001-01-01T02:45:06.668,367.93,924.20,367.93,924.20,0.00,0.00,367.93,924.20,49.38,0.00,0.000,1.000,0.4375,1 frame(s); median area 30.0 px; flags: none,1357009037-0407
2001-01-01,T0089,1,2,2,N1357015011,N1357015011,2001-01-01T04:24:40.627,2001-01-01T04:24:40.627,92.96,342.96,92.96,342.96,0.00,0.00,92.96,342.96,32.53,0.00,0.000,1.000,0.4375,1 frame(s); median area 13.0 px; flags: none,1357015011-0145
2001-01-01,T0111,1,2,2,N1357015011,N1357015011,2001-01-01T04:24:40.627,2001-01-01T04:24:40.627,432.93,702.88,432.93,702.88,0.00,0.00,432.93,702.88,34.76,0.00,0.000,1.000,0.4375,1 frame(s); median area 10.0 px; flags: none,1357015011-0355
2001-01-01,T0121,1,2,2,N1357015011,N1357015011,2001-01-01T04:24:40.627,2001-01-01T04:24:40.627,99.33,787.86,99.33,787.86,0.00,0.00,99.33,787.86,39.81,0.00,0.000,1.000,0.4375,1 frame(s); median area 9.0 px; flags: none,1357015011-0406
2001-01-01,T0138,1,2,2,N1357015011,N1357015011,2001-01-01T04:24:40.627,2001-01-01T04:24:40.627,212.89,936.12,212.89,936.12,0.00,0.00,212.89,936.12,38.29,0.00,0.000,1.000,0.4375,1 frame(s); median area 8.0 px; flags: none,1357015011-0534
2001-01-01,T0200,1,4,4,N1357015761,N1357015761,2001-01-01T04:37:10.622,2001-01-01T04:37:10.622,422.62,895.01,422.62,895.01,0.00,0.00,422.62,895.01,45.52,0.00,0.000,1.000,0.4375,1 frame(s); median area 8.0 px; flags: none,1357015761-0418
2001-01-01,T0225,1,5,5,N1357019483,N1357019483,2001-01-01T05:39:12.596,2001-01-01T05:39:12.596,669.71,535.55,669.71,535.55,0.00,0.00,669.71,535.55,27.27,0.00,0.000,1.000,0.4375,1 frame(s); median area 13.0 px; flags: none,1357019483-0214
2001-01-01,T0288,1,7,7,N1357020233,N1357020233,2001-01-01T05:51:42.591,2001-01-01T05:51:42.591,594.28,132.53,594.28,132.53,0.00,0.00,594.28,132.53,38.01,0.00,0.000,1.000,0.4375,1 frame(s); median area 8.0 px; flags: none,1357020233-0106
2001-01-01,T0301,1,7,7,N1357020233,N1357020233,2001-01-01T05:51:42.591,2001-01-01T05:51:42.591,594.48,571.36,594.48,571.36,0.00,0.00,594.48,571.36,34.96,0.00,0.000,1.000,0.4375,1 frame(s); median area 16.0 px; flags: none,1357020233-0274
2001-01-01,T0307,1,7,7,N1357020233,N1357020233,2001-01-01T05:51:42.591,2001-01-01T05:51:42.591,654.32,702.25,654.32,702.25,0.00,0.00,654.32,702.25,37.24,0.00,0.000,1.000,0.4375,1 frame(s); median area 12.0 px; flags: none,1357020233-0320
2001-01-01,T0316,1,8,8,N1357023955,N1357023955,2001-01-01T06:53:44.565,2001-01-01T06:53:44.565,6.26,26.02,6.26,26.02,0.00,0.00,6.26,26.02,37.62,0.00,0.000,1.000,0.4375,1 frame(s); median area 11.0 px; flags: none,1357023955-0008
2001-01-01,T0326,1,8,8,N1357023955,N1357023955,2001-01-01T06:53:44.565,2001-01-01T06:53:44.565,727.28,292.92,727.28,292.92,0.00,0.00,727.28,292.92,31.29,0.00,0.000,1.000,0.4375,1 frame(s); median area 13.0 px; flags: none,1357023955-0096
2001-01-01,T0375,1,9,9,N1357024345,N1357024345,2001-01-01T07:00:14.562,2001-01-01T07:00:14.562,210.97,267.63,210.97,267.63,0.00,0.00,210.97,267.63,38.42,0.00,0.000,1.000,0.4375,1 frame(s); median area 9.0 px; flags: none,1357024345-0084
2001-01-01,T0465,1,11,11,N1357028427,N1357028427,2001-01-01T08:08:16.534,2001-01-01T08:08:16.534,342.22,753.88,342.22,753.88,0.00,0.00,342.22,753.88,33.10,0.00,0.000,1.000,0.4375,1 frame(s); median area 10.0 px; flags: none,1357028427-0308
2001-01-01,T0485,1,12,12,N1357028817,N1357028817,2001-01-01T08:14:46.531,2001-01-01T08:14:46.531,21.66,144.48,21.66,144.48,0.00,0.00,21.66,144.48,48.50,0.00,0.000,1.000,0.4375,1 frame(s); median area 8.0 px; flags: none,1357028817-0054
2001-01-01,T0510,1,12,12,N1357028817,N1357028817,2001-01-01T08:14:46.531,2001-01-01T08:14:46.531,440.31,747.10,440.31,747.10,0.00,0.00,440.31,747.10,42.12,0.00,0.000,1.000,0.4375,1 frame(s); median area 10.0 px; flags: none,1357028817-0302
2001-01-01,T0529,1,13,13,N1357029177,N1357029177,2001-01-01T08:20:46.529,2001-01-01T08:20:46.529,782.92,36.67,782.92,36.67,0.00,0.00,782.92,36.67,27.36,0.00,0.000,1.000,0.4375,1 frame(s); median area 13.0 px; flags: none,1357029177-0082
2001-01-01,T0538,1,13,13,N1357029177,N1357029177,2001-01-01T08:20:46.529,2001-01-01T08:20:46.529,844.16,509.49,844.16,509.49,0.00,0.00,844.16,509.49,26.80,0.00,0.000,1.000,0.4375,1 frame(s); median area 8.0 px; flags: none,1357029177-0257
2001-01-01,T0618,1,16,16,N1357033649,N1357033649,2001-01-01T09:35:18.498,2001-01-01T09:35:18.498,129.78,194.83,129.78,194.83,0.00,0.00,129.78,194.83,42.74,0.00,0.000,1.000,0.4375,1 frame(s); median area 16.0 px; flags: none,1357033649-0120
2001-01-01,T0684,1,17,17,N1357037371,N1357037371,2001-01-01T10:37:20.472,2001-01-01T10:37:20.472,26.70,894.11,26.70,894.11,0.00,0.00,26.70,894.11,35.22,0.00,0.000,1.000,0.4375,1 frame(s); median area 15.0 px; flags: none,1357037371-0354
2001-01-01,T0692,1,18,18,N1357037761,N1357037761,2001-01-01T10:43:50.469,2001-01-01T10:43:50.469,612.14,211.00,612.14,211.00,0.00,0.00,612.14,211.00,49.87,0.00,0.000,1.000,0.4375,1 frame(s); median area 9.0 px; flags: none,1357037761-0063
2001-01-01,T0721,1,19,19,N1357038121,N1357038121,2001-01-01T10:49:50.467,2001-01-01T10:49:50.467,533.40,335.62,533.40,335.62,0.00,0.00,533.40,335.62,34.27,0.00,0.000,1.000,0.4375,1 frame(s); median area 14.0 px; flags: none,1357038121-0167
2001-01-01,T0737,1,20,20,N1357041843,N1357041843,2001-01-01T11:51:52.441,2001-01-01T11:51:52.441,595.52,32.38,595.52,32.38,0.00,0.00,595.52,32.38,32.67,0.00,0.000,1.000,0.4375,1 frame(s); median area 9.0 px; flags: none,1357041843-0005
2001-01-01,T0741,1,20,20,N1357041843,N1357041843,2001-01-01T11:51:52.441,2001-01-01T11:51:52.441,800.33,85.28,800.33,85.28,0.00,0.00,800.33,85.28,29.99,0.00,0.000,1.000,0.4375,1 frame(s); median area 15.0 px; flags: none,1357041843-0028
2001-01-01,T0752,1,20,20,N1357041843,N1357041843,2001-01-01T11:51:52.441,2001-01-01T11:51:52.441,450.19,420.07,450.19,420.07,0.00,0.00,450.19,420.07,28.30,0.00,0.000,1.000,0.4375,1 frame(s); median area 8.0 px; flags: none,1357041843-0132
2001-01-01,T0795,1,21,21,N1357042233,N1357042233,2001-01-01T11:58:22.438,2001-01-01T11:58:22.438,505.90,895.09,505.90,895.09,0.00,0.00,505.90,895.09,37.95,0.00,0.000,1.000,0.4375,1 frame(s); median area 8.0 px; flags: none,1357042233-0327
2001-01-01,T0534,1,13,13,N1357029177,N1357029177,2001-01-01T08:20:46.529,2001-01-01T08:20:46.529,847.00,402.23,847.00,402.23,0.00,0.00,847.00,402.23,24.75,0.00,0.000,1.000,0.4360,1 frame(s); median area 13.0 px; flags: none,1357029177-0219
2001-01-01,T0532,1,13,13,N1357029177,N1357029177,2001-01-01T08:20:46.529,2001-01-01T08:20:46.529,851.78,397.14,851.78,397.14,0.00,0.00,851.78,397.14,24.38,0.00,0.000,1.000,0.4338,1 frame(s); median area 13.0 px; flags: none,1357029177-0216
2001-01-01,T0686,2,17,18,N1357037371,N1357037761,2001-01-01T10:37:20.472,2001-01-01T10:43:50.469,877.25,939.03,954.37,930.70,77.12,-8.33,915.81,934.87,8.57,77.57,0.000,1.000,0.4264,"2 frame(s); median area 3.5 px; net motion dx=77.1, dy=-8.3; flags: none",1357037371-0379|1357037761-0359
2001-01-01,T0061,1,1,1,N1357009037,N1357009037,2001-01-01T02:45:06.668,2001-01-01T02:45:06.668,966.44,592.62,966.44,592.62,0.00,0.00,966.44,592.62,22.86,0.00,0.000,1.000,0.4247,1 frame(s); median area 10.0 px; flags: none,1357009037-0279
2001-01-01,T0461,1,11,11,N1357028427,N1357028427,2001-01-01T08:08:16.534,2001-01-01T08:08:16.534,767.07,638.38,767.07,638.38,0.00,0.00,767.07,638.38,22.86,0.00,0.000,1.000,0.4247,1 frame(s); median area 10.0 px; flags: none,1357028427-0266
2001-01-01,T0462,1,11,11,N1357028427,N1357028427,2001-01-01T08:08:16.534,2001-01-01T08:08:16.534,758.43,639.75,758.43,639.75,0.00,0.00,758.43,639.75,22.86,0.00,0.000,1.000,0.4247,1 frame(s); median area 10.0 px; flags: none,1357028427-0268
2001-01-01,T0367,2,8,9,N1357023955,N1357024345,2001-01-01T06:53:44.565,2001-01-01T07:00:14.562,842.98,937.77,817.67,940.67,-25.31,2.90,830.33,939.22,8.24,25.48,0.000,1.000,0.4244,"2 frame(s); median area 3.5 px; net motion dx=-25.3, dy=2.9; flags: none",1357023955-0374|1357024345-0386
2001-01-01,T0040,1,1,1,N1357009037,N1357009037,2001-01-01T02:45:06.668,2001-01-01T02:45:06.668,244.17,185.12,244.17,185.12,0.00,0.00,244.17,185.12,22.59,0.00,0.000,1.000,0.4231,1 frame(s); median area 9.0 px; flags: none,1357009037-0126
2001-01-01,T0439,1,11,11,N1357028427,N1357028427,2001-01-01T08:08:16.534,2001-01-01T08:08:16.534,931.70,316.42,931.70,316.42,0.00,0.00,931.70,316.42,21.95,0.00,0.000,1.000,0.4192,1 frame(s); median area 9.0 px; flags: none,1357028427-0124
2001-01-01,T0304,1,7,7,N1357020233,N1357020233,2001-01-01T05:51:42.591,2001-01-01T05:51:42.591,939.31,598.53,939.31,598.53,0.00,0.00,939.31,598.53,21.06,0.00,0.000,1.000,0.4138,1 frame(s); median area 9.0 px; flags: none,1357020233-0286
2001-01-01,T0232,1,5,5,N1357019483,N1357019483,2001-01-01T05:39:12.596,2001-01-01T05:39:12.596,848.55,687.67,848.55,687.67,0.00,0.00,848.55,687.67,21.00,0.00,0.000,1.000,0.4135,1 frame(s); median area 8.0 px; flags: none,1357019483-0269
2001-01-01,T0066,1,1,1,N1357009037,N1357009037,2001-01-01T02:45:06.668,2001-01-01T02:45:06.668,181.06,744.86,181.06,744.86,0.00,0.00,181.06,744.86,27.43,0.00,0.000,1.000,0.4125,1 frame(s); median area 7.0 px; flags: none,1357009037-0343
2001-01-01,T0077,1,2,2,N1357015011,N1357015011,2001-01-01T04:24:40.627,2001-01-01T04:24:40.627,12.22,100.96,12.22,100.96,0.00,0.00,12.22,100.96,40.31,0.00,0.000,1.000,0.4125,1 frame(s); median area 7.0 px; flags: none,1357015011-0032
2001-01-01,T0134,1,2,2,N1357015011,N1357015011,2001-01-01T04:24:40.627,2001-01-01T04:24:40.627,79.98,883.98,79.98,883.98,0.00,0.00,79.98,883.98,40.65,0.00,0.000,1.000,0.4125,1 frame(s); median area 7.0 px; flags: none,1357015011-0477
2001-01-01,T0218,1,5,5,N1357019483,N1357019483,2001-01-01T05:39:12.596,2001-01-01T05:39:12.596,750.03,356.70,750.03,356.70,0.00,0.00,750.03,356.70,29.36,0.00,0.000,1.000,0.4125,1 frame(s); median area 7.0 px; flags: none,1357019483-0137
2001-01-01,T0233,1,5,5,N1357019483,N1357019483,2001-01-01T05:39:12.596,2001-01-01T05:39:12.596,70.56,695.53,70.56,695.53,0.00,0.00,70.56,695.53,38.36,0.00,0.000,1.000,0.4125,1 frame(s); median area 7.0 px; flags: none,1357019483-0271
2001-01-01,T0308,1,7,7,N1357020233,N1357020233,2001-01-01T05:51:42.591,2001-01-01T05:51:42.591,41.99,706.90,41.99,706.90,0.00,0.00,41.99,706.90,47.15,0.00,0.000,1.000,0.4125,1 frame(s); median area 7.0 px; flags: none,1357020233-0323
2001-01-01,T0348,1,8,8,N1357023955,N1357023955,2001-01-01T06:53:44.565,2001-01-01T06:53:44.565,265.17,696.88,265.17,696.88,0.00,0.00,265.17,696.88,34.93,0.00,0.000,1.000,0.4125,1 frame(s); median area 7.0 px; flags: none,1357023955-0243
2001-01-01,T0464,1,11,11,N1357028427,N1357028427,2001-01-01T08:08:16.534,2001-01-01T08:08:16.534,113.17,751.62,113.17,751.62,0.00,0.00,113.17,751.62,36.00,0.00,0.000,1.000,0.4125,1 frame(s); median area 7.0 px; flags: none,1357028427-0307
2001-01-01,T0483,1,12,12,N1357028817,N1357028817,2001-01-01T08:14:46.531,2001-01-01T08:14:46.531,156.07,52.38,156.07,52.38,0.00,0.00,156.07,52.38,44.72,0.00,0.000,1.000,0.4125,1 frame(s); median area 7.0 px; flags: none,1357028817-0013
2001-01-01,T0508,1,12,12,N1357028817,N1357028817,2001-01-01T08:14:46.531,2001-01-01T08:14:46.531,226.94,692.76,226.94,692.76,0.00,0.00,226.94,692.76,44.91,0.00,0.000,1.000,0.4125,1 frame(s); median area 7.0 px; flags: none,1357028817-0280
2001-01-01,T0536,1,13,13,N1357029177,N1357029177,2001-01-01T08:20:46.529,2001-01-01T08:20:46.529,823.88,486.93,823.88,486.93,0.00,0.00,823.88,486.93,27.55,0.00,0.000,1.000,0.4125,1 frame(s); median area 7.0 px; flags: none,1357029177-0250
2001-01-01,T0746,1,20,20,N1357041843,N1357041843,2001-01-01T11:51:52.441,2001-01-01T11:51:52.441,516.04,186.03,516.04,186.03,0.00,0.00,516.04,186.03,31.54,0.00,0.000,1.000,0.4125,1 frame(s); median area 7.0 px; flags: none,1357041843-0068
2001-01-01,T0812,1,22,22,N1357042593,N1357042593,2001-01-01T12:04:22.436,2001-01-01T12:04:22.436,427.25,102.53,427.25,102.53,0.00,0.00,427.25,102.53,38.96,0.00,0.000,1.000,0.4125,1 frame(s); median area 7.0 px; flags: none,1357042593-0084
2001-01-01,T0779,2,21,22,N1357042233,N1357042593,2001-01-01T11:58:22.438,2001-01-01T12:04:22.436,973.66,347.68,964.33,318.67,-9.33,-29.01,969.00,333.18,8.29,30.47,0.000,1.000,0.4122,"2 frame(s); median area 3.0 px; net motion dx=-9.3, dy=-29.0; flags: none",1357042233-0121|1357042593-0154
