run_date,image_id,opus_id,calibrated_image_exists,calibrated_label_exists,metadata_exists,image_lines,line_samples,image_dimensions_ready,label_fields_present,pds_timing_ready,image_mid_time,spacecraft_clock_start,instrument_id,filter_name,opus_geometry_fields_present,image_level_geometry_ready,subobserver_lon_w,subsolar_lon_w,center_resolution_km_px,camera_model_ready,local_spice_kernels_found,spice_ready,projection_input_status,blocking_inputs
2001-01-10,N1357802386,co-iss-n1357802386,yes,yes,yes,1024,1024,yes,11,yes,2001-010T07:07:28.174,1357802318.118,ISSNA,"(""HAL"",""CL2"")",11,yes,39.257,147.543,85.26103,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-10,N1357806108,co-iss-n1357806108,yes,yes,yes,1024,1024,yes,11,yes,2001-010T08:09:30.148,1357806040.118,ISSNA,"(""HAL"",""CL2"")",11,yes,76.638,185.04,85.43781,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-10,N1357806498,co-iss-n1357806498,yes,yes,yes,1024,1024,yes,11,yes,2001-010T08:16:00.146,1357806430.118,ISSNA,"(""HAL"",""CL2"")",11,yes,80.555,188.969,85.45635,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-10,N1357806858,co-iss-n1357806858,yes,yes,yes,1024,1024,yes,11,yes,2001-010T08:22:00.143,1357806790.118,ISSNA,"(""HAL"",""CL2"")",11,yes,84.171,192.595,85.47347,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-10,N1357810580,co-iss-n1357810580,yes,yes,yes,1024,1024,yes,11,yes,2001-010T09:24:02.118,1357810512.118,ISSNA,"(""HAL"",""CL2"")",11,yes,121.552,230.092,85.65063,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-10,N1357810970,co-iss-n1357810970,yes,yes,yes,1024,1024,yes,11,yes,2001-010T09:30:32.115,1357810902.118,ISSNA,"(""HAL"",""CL2"")",11,yes,125.469,234.021,85.66921,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-10,N1357811330,co-iss-n1357811330,yes,yes,yes,1024,1024,yes,11,yes,2001-010T09:36:32.112,1357811262.118,ISSNA,"(""HAL"",""CL2"")",11,yes,129.085,237.648,85.68636,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-10,N1357862637,co-iss-n1357862637,yes,yes,yes,1024,1024,yes,11,yes,2001-010T23:51:38.757,1357862569.118,ISSNA,"(""HAL"",""CL2"")",11,yes,284.43,34.529,88.1602,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-10,N1357863027,co-iss-n1357863027,yes,yes,yes,1024,1024,yes,11,yes,2001-010T23:58:08.754,1357862959.118,ISSNA,"(""HAL"",""CL2"")",11,yes,288.348,38.458,88.17922,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-11,N1357863387,co-iss-n1357863387,yes,yes,yes,1024,1024,yes,11,yes,2001-011T00:04:08.752,1357863319.118,ISSNA,"(""HAL"",""CL2"")",11,yes,291.964,42.085,88.19678,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-11,N1357867109,co-iss-n1357867109,yes,yes,yes,1024,1024,yes,11,yes,2001-011T01:06:10.726,1357867041.118,ISSNA,"(""HAL"",""CL2"")",11,yes,329.353,79.581,88.37847,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-11,N1357867499,co-iss-n1357867499,yes,yes,yes,1024,1024,yes,11,yes,2001-011T01:12:40.723,1357867431.118,ISSNA,"(""HAL"",""CL2"")",11,yes,333.271,83.51,88.39753,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-11,N1357867859,co-iss-n1357867859,yes,yes,yes,1024,1024,yes,11,yes,2001-011T01:18:40.721,1357867791.118,ISSNA,"(""HAL"",""CL2"")",11,yes,336.887,87.137,88.41512,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-11,N1357871581,co-iss-n1357871581,yes,yes,yes,1024,1024,yes,11,yes,2001-011T02:20:42.695,1357871513.118,ISSNA,"(""HAL"",""CL2"")",11,yes,14.276,124.633,88.59716,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-11,N1357871971,co-iss-n1357871971,yes,yes,yes,1024,1024,yes,11,yes,2001-011T02:27:12.692,1357871903.118,ISSNA,"(""HAL"",""CL2"")",11,yes,18.194,128.562,88.61625,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-11,N1357872331,co-iss-n1357872331,yes,yes,yes,1024,1024,yes,11,yes,2001-011T02:33:12.690,1357872263.118,ISSNA,"(""HAL"",""CL2"")",11,yes,21.81,132.189,88.63388,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-11,N1357876053,co-iss-n1357876053,yes,yes,yes,1024,1024,yes,11,yes,2001-011T03:35:14.664,1357875985.118,ISSNA,"(""HAL"",""CL2"")",11,yes,59.2,169.686,88.81626,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-11,N1357876443,co-iss-n1357876443,yes,yes,yes,1024,1024,yes,11,yes,2001-011T03:41:44.661,1357876375.118,ISSNA,"(""HAL"",""CL2"")",11,yes,63.118,173.615,88.83539,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-11,N1357876803,co-iss-n1357876803,yes,yes,yes,1024,1024,yes,11,yes,2001-011T03:47:44.659,1357876735.118,ISSNA,"(""HAL"",""CL2"")",11,yes,66.734,177.241,88.85305,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-11,N1357880525,co-iss-n1357880525,yes,yes,yes,1024,1024,yes,11,yes,2001-011T04:49:46.633,1357880457.118,ISSNA,"(""HAL"",""CL2"")",11,yes,104.125,214.738,89.03577,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-11,N1357880915,co-iss-n1357880915,yes,yes,yes,1024,1024,yes,11,yes,2001-011T04:56:16.630,1357880847.118,ISSNA,"(""HAL"",""CL2"")",11,yes,108.043,218.667,89.05493,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-11,N1357881275,co-iss-n1357881275,yes,yes,yes,1024,1024,yes,11,yes,2001-011T05:02:16.628,1357881207.118,ISSNA,"(""HAL"",""CL2"")",11,yes,111.659,222.293,89.07262,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-11,N1357884997,co-iss-n1357884997,yes,yes,yes,1024,1024,yes,11,yes,2001-011T06:04:18.602,1357884929.118,ISSNA,"(""HAL"",""CL2"")",11,yes,149.05,259.79,89.25568,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-11,N1357885387,co-iss-n1357885387,yes,yes,yes,1024,1024,yes,11,yes,2001-011T06:10:48.599,1357885319.118,ISSNA,"(""HAL"",""CL2"")",11,yes,152.968,263.719,89.27488,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-11,N1357885747,co-iss-n1357885747,yes,yes,yes,1024,1024,yes,11,yes,2001-011T06:16:48.597,1357885679.118,ISSNA,"(""HAL"",""CL2"")",11,yes,156.584,267.346,89.2926,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-11,N1357889469,co-iss-n1357889469,yes,yes,yes,1024,1024,yes,11,yes,2001-011T07:18:50.571,1357889401.118,ISSNA,"(""HAL"",""CL2"")",11,yes,193.976,304.842,89.476,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-11,N1357889859,co-iss-n1357889859,yes,yes,yes,1024,1024,yes,11,yes,2001-011T07:25:20.569,1357889791.118,ISSNA,"(""HAL"",""CL2"")",11,yes,197.894,308.771,89.49523,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-11,N1357890219,co-iss-n1357890219,yes,yes,yes,1024,1024,yes,11,yes,2001-011T07:31:20.566,1357890151.118,ISSNA,"(""HAL"",""CL2"")",11,yes,201.51,312.398,89.51299,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-11,N1357893941,co-iss-n1357893941,yes,yes,yes,1024,1024,yes,11,yes,2001-011T08:33:22.540,1357893873.118,ISSNA,"(""HAL"",""CL2"")",11,yes,238.902,349.894,89.69671,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-11,N1357894331,co-iss-n1357894331,yes,yes,yes,1024,1024,yes,11,yes,2001-011T08:39:52.538,1357894263.118,ISSNA,"(""HAL"",""CL2"")",11,yes,242.82,353.823,89.71598,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-11,N1357894691,co-iss-n1357894691,yes,yes,yes,1024,1024,yes,11,yes,2001-011T08:45:52.535,1357894623.118,ISSNA,"(""HAL"",""CL2"")",11,yes,246.437,357.45,89.73377,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-11,N1357900665,co-iss-n1357900665,yes,yes,yes,1024,1024,yes,11,yes,2001-011T10:25:26.494,1357900597.118,ISSNA,"(""HAL"",""CL2"")",11,yes,306.454,57.634,90.02933,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-11,N1357901055,co-iss-n1357901055,yes,yes,yes,1024,1024,yes,11,yes,2001-011T10:31:56.491,1357900987.118,ISSNA,"(""HAL"",""CL2"")",11,yes,310.372,61.563,90.04864,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-11,N1357901415,co-iss-n1357901415,yes,yes,yes,1024,1024,yes,11,yes,2001-011T10:37:56.488,1357901347.118,ISSNA,"(""HAL"",""CL2"")",11,yes,313.989,65.19,90.06648,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-11,N1357905137,co-iss-n1357905137,yes,yes,yes,1024,1024,yes,11,yes,2001-011T11:39:58.463,1357905069.118,ISSNA,"(""HAL"",""CL2"")",11,yes,351.382,102.686,90.25103,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-11,N1357905527,co-iss-n1357905527,yes,yes,yes,1024,1024,yes,11,yes,2001-011T11:46:28.460,1357905459.118,ISSNA,"(""HAL"",""CL2"")",11,yes,355.3,106.615,90.27038,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-11,N1357905887,co-iss-n1357905887,yes,yes,yes,1024,1024,yes,11,yes,2001-011T11:52:28.458,1357905819.118,ISSNA,"(""HAL"",""CL2"")",11,yes,358.917,110.242,90.28825,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-11,N1357909609,co-iss-n1357909609,yes,yes,yes,1024,1024,yes,11,yes,2001-011T12:54:30.432,1357909541.118,ISSNA,"(""HAL"",""CL2"")",11,yes,36.311,147.738,90.47312,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-11,N1357909999,co-iss-n1357909999,yes,yes,yes,1024,1024,yes,11,yes,2001-011T13:01:00.429,1357909931.118,ISSNA,"(""HAL"",""CL2"")",11,yes,40.229,151.667,90.49251,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-11,N1357910359,co-iss-n1357910359,yes,yes,yes,1024,1024,yes,11,yes,2001-011T13:07:00.427,1357910291.118,ISSNA,"(""HAL"",""CL2"")",11,yes,43.846,155.294,90.51041,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-13,N1358061096,co-iss-n1358061096,yes,yes,yes,1024,1024,yes,11,yes,2001-013T06:59:34.433,1358061064.131,ISSNA,"(""HAL"",""CL2"")",11,yes,118.778,234.041,98.20517,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-13,N1358063118,co-iss-n1358063118,yes,yes,yes,1024,1024,yes,11,yes,2001-013T07:32:58.388,1358063050.123,ISSNA,"(""HAL"",""CL2"")",11,yes,138.92,254.23,98.30992,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-13,N1358063287,co-iss-n1358063287,yes,yes,yes,1024,1024,yes,11,yes,2001-013T07:35:31.395,1358063187.125,ISSNA,"(""HAL"",""CL2"")",11,yes,140.458,255.771,98.31792,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-13,N1358063796,co-iss-n1358063796,yes,yes,yes,1024,1024,yes,11,yes,2001-013T07:44:34.415,1358063764.131,ISSNA,"(""HAL"",""CL2"")",11,yes,145.916,261.242,98.34631,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-13,N1358065818,co-iss-n1358065818,yes,yes,yes,1024,1024,yes,11,yes,2001-013T08:17:58.370,1358065750.123,ISSNA,"(""HAL"",""CL2"")",11,yes,166.058,281.43,98.45115,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-13,N1358065987,co-iss-n1358065987,yes,yes,yes,1024,1024,yes,11,yes,2001-013T08:20:31.376,1358065887.125,ISSNA,"(""HAL"",""CL2"")",11,yes,167.596,282.972,98.45915,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-13,N1358069418,co-iss-n1358069418,yes,yes,yes,1024,1024,yes,11,yes,2001-013T09:17:58.345,1358069350.123,ISSNA,"(""HAL"",""CL2"")",11,yes,202.243,317.698,98.63962,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-13,N1358069587,co-iss-n1358069587,yes,yes,yes,1024,1024,yes,11,yes,2001-013T09:20:31.351,1358069487.125,ISSNA,"(""HAL"",""CL2"")",11,yes,203.781,319.239,98.64763,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-13,N1358099796,co-iss-n1358099796,yes,yes,yes,1024,1024,yes,11,yes,2001-013T17:44:34.165,1358099764.131,ISSNA,"(""HAL"",""CL2"")",11,yes,147.772,263.915,100.23837,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-13,N1358101818,co-iss-n1358101818,yes,yes,yes,1024,1024,yes,11,yes,2001-013T18:17:58.120,1358101750.123,ISSNA,"(""HAL"",""CL2"")",11,yes,167.916,284.104,100.34423,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-13,N1358101987,co-iss-n1358101987,yes,yes,yes,1024,1024,yes,11,yes,2001-013T18:20:31.127,1358101887.125,ISSNA,"(""HAL"",""CL2"")",11,yes,169.454,285.645,100.35232,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-13,N1358105418,co-iss-n1358105418,yes,yes,yes,1024,1024,yes,11,yes,2001-013T19:17:58.095,1358105350.123,ISSNA,"(""HAL"",""CL2"")",11,yes,204.104,320.371,100.53454,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-13,N1358105587,co-iss-n1358105587,yes,yes,yes,1024,1024,yes,11,yes,2001-013T19:20:31.102,1358105487.125,ISSNA,"(""HAL"",""CL2"")",11,yes,205.642,321.912,100.54263,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-13,N1358106096,co-iss-n1358106096,yes,yes,yes,1024,1024,yes,11,yes,2001-013T19:29:34.122,1358106064.131,ISSNA,"(""HAL"",""CL2"")",11,yes,211.1,327.383,100.57135,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-13,N1358108118,co-iss-n1358108118,yes,yes,yes,1024,1024,yes,11,yes,2001-013T20:02:58.077,1358108050.123,ISSNA,"(""HAL"",""CL2"")",11,yes,231.245,347.571,100.67738,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-13,N1358108287,co-iss-n1358108287,yes,yes,yes,1024,1024,yes,11,yes,2001-013T20:05:31.083,1358108187.125,ISSNA,"(""HAL"",""CL2"")",11,yes,232.783,349.113,100.68548,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-13,N1358108796,co-iss-n1358108796,yes,yes,yes,1024,1024,yes,11,yes,2001-013T20:14:34.103,1358108764.131,ISSNA,"(""HAL"",""CL2"")",11,yes,238.241,354.583,100.71422,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-13,N1358110818,co-iss-n1358110818,yes,yes,yes,1024,1024,yes,11,yes,2001-013T20:47:58.058,1358110750.123,ISSNA,"(""HAL"",""CL2"")",11,yes,258.386,14.772,100.82032,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-13,N1358110987,co-iss-n1358110987,yes,yes,yes,1024,1024,yes,11,yes,2001-013T20:50:31.065,1358110887.125,ISSNA,"(""HAL"",""CL2"")",11,yes,259.924,16.313,100.82843,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-13,N1358114418,co-iss-n1358114418,yes,yes,yes,1024,1024,yes,11,yes,2001-013T21:47:58.033,1358114350.123,ISSNA,"(""HAL"",""CL2"")",11,yes,294.574,51.039,101.01106,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-13,N1358114587,co-iss-n1358114587,yes,yes,yes,1024,1024,yes,11,yes,2001-013T21:50:31.040,1358114487.125,ISSNA,"(""HAL"",""CL2"")",11,yes,296.112,52.581,101.01918,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-13,N1358115096,co-iss-n1358115096,yes,yes,yes,1024,1024,yes,11,yes,2001-013T21:59:34.060,1358115064.131,ISSNA,"(""HAL"",""CL2"")",11,yes,301.571,58.051,101.04796,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-13,N1358117118,co-iss-n1358117118,yes,yes,yes,1024,1024,yes,11,yes,2001-013T22:32:58.014,1358117050.123,ISSNA,"(""HAL"",""CL2"")",11,yes,321.715,78.24,101.15423,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-13,N1358117287,co-iss-n1358117287,yes,yes,yes,1024,1024,yes,11,yes,2001-013T22:35:31.021,1358117187.125,ISSNA,"(""HAL"",""CL2"")",11,yes,323.253,79.781,101.16235,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-13,N1358117796,co-iss-n1358117796,yes,yes,yes,1024,1024,yes,11,yes,2001-013T22:44:34.041,1358117764.131,ISSNA,"(""HAL"",""CL2"")",11,yes,328.712,85.252,101.19116,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
