run_date,run_label,frame_index,opus_id,image_id,image_number,time,duration_seconds,camera,filter,center_resolution_km_px,candidate_count,review_candidate_count,calibrated_image,calibrated_label,preview_image
2001-01-08,"January 8, 2001 NAC/H-alpha",36,co-iss-n1357669816,N1357669816,1357669816,2001-01-08T18:17:25.112,68,Narrow Angle,HAL,79.18946,550,74,data\calibrated\N1357669816_1_CALIB.IMG,data\calibrated\N1357669816_1_CALIB.LBL,data\previews\N1357669816_1_full.png
2001-01-08,"January 8, 2001 NAC/H-alpha",37,co-iss-n1357669985,N1357669985,1357669985,2001-01-08T18:19:42.118,100,Narrow Angle,HAL,79.1962,639,61,data\calibrated\N1357669985_1_CALIB.IMG,data\calibrated\N1357669985_1_CALIB.LBL,data\previews\N1357669985_1_full.png
2001-01-08,"January 8, 2001 NAC/H-alpha",38,co-iss-n1357673416,N1357673416,1357673416,2001-01-08T19:17:25.087,68,Narrow Angle,HAL,79.34809,3001,117,data\calibrated\N1357673416_2_CALIB.IMG,data\calibrated\N1357673416_2_CALIB.LBL,data\previews\N1357673416_2_full.png
2001-01-08,"January 8, 2001 NAC/H-alpha",39,co-iss-n1357673585,N1357673585,1357673585,2001-01-08T19:19:42.094,100,Narrow Angle,HAL,79.35484,1705,79,data\calibrated\N1357673585_1_CALIB.IMG,data\calibrated\N1357673585_1_CALIB.LBL,data\previews\N1357673585_1_full.png
2001-01-08,"January 8, 2001 NAC/H-alpha",40,co-iss-n1357674094,N1357674094,1357674094,2001-01-08T19:29:19.113,32,Narrow Angle,HAL,79.3788,5688,179,data\calibrated\N1357674094_1_CALIB.IMG,data\calibrated\N1357674094_1_CALIB.LBL,data\previews\N1357674094_1_full.png
2001-01-08,"January 8, 2001 NAC/H-alpha",41,co-iss-n1357676116,N1357676116,1357676116,2001-01-08T20:02:25.068,68,Narrow Angle,HAL,79.4673,1849,169,data\calibrated\N1357676116_1_CALIB.IMG,data\calibrated\N1357676116_1_CALIB.LBL,data\previews\N1357676116_1_full.png
2001-01-08,"January 8, 2001 NAC/H-alpha",42,co-iss-n1357676285,N1357676285,1357676285,2001-01-08T20:04:42.075,100,Narrow Angle,HAL,79.47407,1783,114,data\calibrated\N1357676285_1_CALIB.IMG,data\calibrated\N1357676285_1_CALIB.LBL,data\previews\N1357676285_1_full.png
2001-01-08,"January 8, 2001 NAC/H-alpha",43,co-iss-n1357676794,N1357676794,1357676794,2001-01-08T20:14:19.095,32,Narrow Angle,HAL,79.49807,1201,168,data\calibrated\N1357676794_1_CALIB.IMG,data\calibrated\N1357676794_1_CALIB.LBL,data\previews\N1357676794_1_full.png
2001-01-08,"January 8, 2001 NAC/H-alpha",44,co-iss-n1357678816,N1357678816,1357678816,2001-01-08T20:47:25.050,68,Narrow Angle,HAL,79.58673,608,65,data\calibrated\N1357678816_1_CALIB.IMG,data\calibrated\N1357678816_1_CALIB.LBL,data\previews\N1357678816_1_full.png
2001-01-08,"January 8, 2001 NAC/H-alpha",45,co-iss-n1357678985,N1357678985,1357678985,2001-01-08T20:49:42.056,100,Narrow Angle,HAL,79.5935,683,61,data\calibrated\N1357678985_1_CALIB.IMG,data\calibrated\N1357678985_1_CALIB.LBL,data\previews\N1357678985_1_full.png
2001-01-08,"January 8, 2001 NAC/H-alpha",46,co-iss-n1357682416,N1357682416,1357682416,2001-01-08T21:47:25.025,68,Narrow Angle,HAL,79.74628,3754,159,data\calibrated\N1357682416_1_CALIB.IMG,data\calibrated\N1357682416_1_CALIB.LBL,data\previews\N1357682416_1_full.png
2001-01-08,"January 8, 2001 NAC/H-alpha",47,co-iss-n1357682585,N1357682585,1357682585,2001-01-08T21:49:42.031,100,Narrow Angle,HAL,79.75307,1649,70,data\calibrated\N1357682585_1_CALIB.IMG,data\calibrated\N1357682585_1_CALIB.LBL,data\previews\N1357682585_1_full.png
2001-01-08,"January 8, 2001 NAC/H-alpha",48,co-iss-n1357683094,N1357683094,1357683094,2001-01-08T21:59:19.051,32,Narrow Angle,HAL,79.77717,5788,227,data\calibrated\N1357683094_1_CALIB.IMG,data\calibrated\N1357683094_1_CALIB.LBL,data\previews\N1357683094_1_full.png
2001-01-08,"January 8, 2001 NAC/H-alpha",49,co-iss-n1357685116,N1357685116,1357685116,2001-01-08T22:32:25.006,68,Narrow Angle,HAL,79.86619,1580,164,data\calibrated\N1357685116_1_CALIB.IMG,data\calibrated\N1357685116_1_CALIB.LBL,data\previews\N1357685116_1_full.png
2001-01-08,"January 8, 2001 NAC/H-alpha",50,co-iss-n1357685285,N1357685285,1357685285,2001-01-08T22:34:42.013,100,Narrow Angle,HAL,79.87299,1666,136,data\calibrated\N1357685285_1_CALIB.IMG,data\calibrated\N1357685285_1_CALIB.LBL,data\previews\N1357685285_1_full.png
2001-01-08,"January 8, 2001 NAC/H-alpha",51,co-iss-n1357685794,N1357685794,1357685794,2001-01-08T22:44:19.032,32,Narrow Angle,HAL,79.89713,778,147,data\calibrated\N1357685794_1_CALIB.IMG,data\calibrated\N1357685794_1_CALIB.LBL,data\previews\N1357685794_1_full.png
2001-01-08,"January 8, 2001 NAC/H-alpha",52,co-iss-n1357687816,N1357687816,1357687816,2001-01-08T23:17:24.987,68,Narrow Angle,HAL,79.9863,619,78,data\calibrated\N1357687816_1_CALIB.IMG,data\calibrated\N1357687816_1_CALIB.LBL,data\previews\N1357687816_1_full.png
2001-01-08,"January 8, 2001 NAC/H-alpha",53,co-iss-n1357687985,N1357687985,1357687985,2001-01-08T23:19:41.994,100,Narrow Angle,HAL,79.99311,702,68,data\calibrated\N1357687985_1_CALIB.IMG,data\calibrated\N1357687985_1_CALIB.LBL,data\previews\N1357687985_1_full.png
2001-01-09,"January 9, 2001 NAC/H-alpha",0,co-iss-n1357691416,N1357691416,1357691416,2001-01-09T00:17:24.962,68,Narrow Angle,HAL,80.14677,3636,91,data\calibrated\N1357691416_1_CALIB.IMG,data\calibrated\N1357691416_1_CALIB.LBL,data\previews\N1357691416_1_full.png
2001-01-09,"January 9, 2001 NAC/H-alpha",1,co-iss-n1357691585,N1357691585,1357691585,2001-01-09T00:19:41.969,100,Narrow Angle,HAL,80.15359,1636,77,data\calibrated\N1357691585_1_CALIB.IMG,data\calibrated\N1357691585_1_CALIB.LBL,data\previews\N1357691585_1_full.png
2001-01-09,"January 9, 2001 NAC/H-alpha",2,co-iss-n1357763608,N1357763608,1357763608,2001-01-09T20:20:36.443,68,Narrow Angle,HAL,83.43853,225,14,data\calibrated\N1357763608_2_CALIB.IMG,data\calibrated\N1357763608_2_CALIB.LBL,data\previews\N1357763608_2_full.png
2001-01-09,"January 9, 2001 NAC/H-alpha",3,co-iss-n1357763998,N1357763998,1357763998,2001-01-09T20:27:06.440,68,Narrow Angle,HAL,83.45668,268,29,data\calibrated\N1357763998_2_CALIB.IMG,data\calibrated\N1357763998_2_CALIB.LBL,data\previews\N1357763998_2_full.png
2001-01-09,"January 9, 2001 NAC/H-alpha",4,co-iss-n1357764358,N1357764358,1357764358,2001-01-09T20:33:06.438,68,Narrow Angle,HAL,83.47343,410,55,data\calibrated\N1357764358_2_CALIB.IMG,data\calibrated\N1357764358_2_CALIB.LBL,data\previews\N1357764358_2_full.png
2001-01-09,"January 9, 2001 NAC/H-alpha",5,co-iss-n1357768080,N1357768080,1357768080,2001-01-09T21:35:08.412,68,Narrow Angle,HAL,83.64686,190,14,data\calibrated\N1357768080_2_CALIB.IMG,data\calibrated\N1357768080_2_CALIB.LBL,data\previews\N1357768080_2_full.png
2001-01-09,"January 9, 2001 NAC/H-alpha",6,co-iss-n1357768470,N1357768470,1357768470,2001-01-09T21:41:38.409,68,Narrow Angle,HAL,83.66505,276,26,data\calibrated\N1357768470_2_CALIB.IMG,data\calibrated\N1357768470_2_CALIB.LBL,data\previews\N1357768470_2_full.png
2001-01-09,"January 9, 2001 NAC/H-alpha",7,co-iss-n1357768830,N1357768830,1357768830,2001-01-09T21:47:38.407,68,Narrow Angle,HAL,83.68185,177,15,data\calibrated\N1357768830_2_CALIB.IMG,data\calibrated\N1357768830_2_CALIB.LBL,data\previews\N1357768830_2_full.png
2001-01-09,"January 9, 2001 NAC/H-alpha",8,co-iss-n1357772552,N1357772552,1357772552,2001-01-09T22:49:40.381,68,Narrow Angle,HAL,83.85569,174,13,data\calibrated\N1357772552_2_CALIB.IMG,data\calibrated\N1357772552_2_CALIB.LBL,data\previews\N1357772552_2_full.png
2001-01-09,"January 9, 2001 NAC/H-alpha",9,co-iss-n1357772942,N1357772942,1357772942,2001-01-09T22:56:10.378,68,Narrow Angle,HAL,83.87392,312,24,data\calibrated\N1357772942_2_CALIB.IMG,data\calibrated\N1357772942_2_CALIB.LBL,data\previews\N1357772942_2_full.png
2001-01-09,"January 9, 2001 NAC/H-alpha",10,co-iss-n1357773302,N1357773302,1357773302,2001-01-09T23:02:10.376,68,Narrow Angle,HAL,83.89076,187,12,data\calibrated\N1357773302_2_CALIB.IMG,data\calibrated\N1357773302_2_CALIB.LBL,data\previews\N1357773302_2_full.png
2001-01-10,"January 10, 2001 NAC/H-alpha",0,co-iss-n1357777024,N1357777024,1357777024,2001-01-10T00:04:12.350,68,Narrow Angle,HAL,84.065,150,10,data\calibrated\N1357777024_2_CALIB.IMG,data\calibrated\N1357777024_2_CALIB.LBL,data\previews\N1357777024_2_full.png
2001-01-10,"January 10, 2001 NAC/H-alpha",1,co-iss-n1357777414,N1357777414,1357777414,2001-01-10T00:10:42.347,68,Narrow Angle,HAL,84.08328,250,21,data\calibrated\N1357777414_2_CALIB.IMG,data\calibrated\N1357777414_2_CALIB.LBL,data\previews\N1357777414_2_full.png
2001-01-10,"January 10, 2001 NAC/H-alpha",2,co-iss-n1357777774,N1357777774,1357777774,2001-01-10T00:16:42.345,68,Narrow Angle,HAL,84.10015,165,6,data\calibrated\N1357777774_2_CALIB.IMG,data\calibrated\N1357777774_2_CALIB.LBL,data\previews\N1357777774_2_full.png
2001-01-10,"January 10, 2001 NAC/H-alpha",3,co-iss-n1357781496,N1357781496,1357781496,2001-01-10T01:18:44.319,68,Narrow Angle,HAL,84.27479,227,13,data\calibrated\N1357781496_2_CALIB.IMG,data\calibrated\N1357781496_2_CALIB.LBL,data\previews\N1357781496_2_full.png
2001-01-10,"January 10, 2001 NAC/H-alpha",4,co-iss-n1357781886,N1357781886,1357781886,2001-01-10T01:25:14.316,68,Narrow Angle,HAL,84.29311,304,23,data\calibrated\N1357781886_2_CALIB.IMG,data\calibrated\N1357781886_2_CALIB.LBL,data\previews\N1357781886_2_full.png
2001-01-10,"January 10, 2001 NAC/H-alpha",5,co-iss-n1357782246,N1357782246,1357782246,2001-01-10T01:31:14.314,68,Narrow Angle,HAL,84.31002,153,12,data\calibrated\N1357782246_2_CALIB.IMG,data\calibrated\N1357782246_2_CALIB.LBL,data\previews\N1357782246_2_full.png
2001-01-10,"January 10, 2001 NAC/H-alpha",6,co-iss-n1357785968,N1357785968,1357785968,2001-01-10T02:33:16.288,68,Narrow Angle,HAL,84.48506,183,10,data\calibrated\N1357785968_2_CALIB.IMG,data\calibrated\N1357785968_2_CALIB.LBL,data\previews\N1357785968_2_full.png
2001-01-10,"January 10, 2001 NAC/H-alpha",7,co-iss-n1357786358,N1357786358,1357786358,2001-01-10T02:39:46.285,68,Narrow Angle,HAL,84.50342,293,36,data\calibrated\N1357786358_2_CALIB.IMG,data\calibrated\N1357786358_2_CALIB.LBL,data\previews\N1357786358_2_full.png
2001-01-10,"January 10, 2001 NAC/H-alpha",8,co-iss-n1357786718,N1357786718,1357786718,2001-01-10T02:45:46.283,68,Narrow Angle,HAL,84.52037,191,20,data\calibrated\N1357786718_2_CALIB.IMG,data\calibrated\N1357786718_2_CALIB.LBL,data\previews\N1357786718_2_full.png
2001-01-10,"January 10, 2001 NAC/H-alpha",9,co-iss-n1357790440,N1357790440,1357790440,2001-01-10T03:47:48.257,68,Narrow Angle,HAL,84.6958,202,13,data\calibrated\N1357790440_2_CALIB.IMG,data\calibrated\N1357790440_2_CALIB.LBL,data\previews\N1357790440_2_full.png
2001-01-10,"January 10, 2001 NAC/H-alpha",10,co-iss-n1357790830,N1357790830,1357790830,2001-01-10T03:54:18.254,68,Narrow Angle,HAL,84.7142,263,20,data\calibrated\N1357790830_2_CALIB.IMG,data\calibrated\N1357790830_2_CALIB.LBL,data\previews\N1357790830_2_full.png
2001-01-10,"January 10, 2001 NAC/H-alpha",11,co-iss-n1357791190,N1357791190,1357791190,2001-01-10T04:00:18.252,68,Narrow Angle,HAL,84.73119,131,7,data\calibrated\N1357791190_2_CALIB.IMG,data\calibrated\N1357791190_2_CALIB.LBL,data\previews\N1357791190_2_full.png
2001-01-10,"January 10, 2001 NAC/H-alpha",12,co-iss-n1357797164,N1357797164,1357797164,2001-01-10T05:39:52.210,68,Narrow Angle,HAL,85.01354,111,3,data\calibrated\N1357797164_2_CALIB.IMG,data\calibrated\N1357797164_2_CALIB.LBL,data\previews\N1357797164_2_full.png
2001-01-10,"January 10, 2001 NAC/H-alpha",13,co-iss-n1357797554,N1357797554,1357797554,2001-01-10T05:46:22.208,68,Narrow Angle,HAL,85.03201,408,44,data\calibrated\N1357797554_2_CALIB.IMG,data\calibrated\N1357797554_2_CALIB.LBL,data\previews\N1357797554_2_full.png
2001-01-10,"January 10, 2001 NAC/H-alpha",14,co-iss-n1357797914,N1357797914,1357797914,2001-01-10T05:52:22.205,68,Narrow Angle,HAL,85.04905,197,10,data\calibrated\N1357797914_2_CALIB.IMG,data\calibrated\N1357797914_2_CALIB.LBL,data\previews\N1357797914_2_full.png
2001-01-10,"January 10, 2001 NAC/H-alpha",15,co-iss-n1357801636,N1357801636,1357801636,2001-01-10T06:54:24.179,68,Narrow Angle,HAL,85.22545,196,9,data\calibrated\N1357801636_2_CALIB.IMG,data\calibrated\N1357801636_2_CALIB.LBL,data\previews\N1357801636_2_full.png
2001-01-10,"January 10, 2001 NAC/H-alpha",16,co-iss-n1357802026,N1357802026,1357802026,2001-01-10T07:00:54.177,68,Narrow Angle,HAL,85.24395,155,10,data\calibrated\N1357802026_2_CALIB.IMG,data\calibrated\N1357802026_2_CALIB.LBL,data\previews\N1357802026_2_full.png
2001-01-10,"January 10, 2001 NAC/H-alpha",17,co-iss-n1357802386,N1357802386,1357802386,2001-01-10T07:06:54.174,68,Narrow Angle,HAL,85.26103,9,0,data\calibrated\N1357802386_1_CALIB.IMG,data\calibrated\N1357802386_1_CALIB.LBL,data\previews\N1357802386_1_full.png
2001-01-10,"January 10, 2001 NAC/H-alpha",18,co-iss-n1357806108,N1357806108,1357806108,2001-01-10T08:08:56.148,68,Narrow Angle,HAL,85.43781,216,20,data\calibrated\N1357806108_2_CALIB.IMG,data\calibrated\N1357806108_2_CALIB.LBL,data\previews\N1357806108_2_full.png
2001-01-10,"January 10, 2001 NAC/H-alpha",19,co-iss-n1357806498,N1357806498,1357806498,2001-01-10T08:15:26.146,68,Narrow Angle,HAL,85.45635,289,30,data\calibrated\N1357806498_2_CALIB.IMG,data\calibrated\N1357806498_2_CALIB.LBL,data\previews\N1357806498_2_full.png
2001-01-10,"January 10, 2001 NAC/H-alpha",20,co-iss-n1357806858,N1357806858,1357806858,2001-01-10T08:21:26.143,68,Narrow Angle,HAL,85.47347,425,45,data\calibrated\N1357806858_2_CALIB.IMG,data\calibrated\N1357806858_2_CALIB.LBL,data\previews\N1357806858_2_full.png
2001-01-10,"January 10, 2001 NAC/H-alpha",21,co-iss-n1357810580,N1357810580,1357810580,2001-01-10T09:23:28.118,68,Narrow Angle,HAL,85.65063,211,21,data\calibrated\N1357810580_2_CALIB.IMG,data\calibrated\N1357810580_2_CALIB.LBL,data\previews\N1357810580_2_full.png
2001-01-10,"January 10, 2001 NAC/H-alpha",22,co-iss-n1357810970,N1357810970,1357810970,2001-01-10T09:29:58.115,68,Narrow Angle,HAL,85.66921,277,23,data\calibrated\N1357810970_2_CALIB.IMG,data\calibrated\N1357810970_2_CALIB.LBL,data\previews\N1357810970_2_full.png
2001-01-10,"January 10, 2001 NAC/H-alpha",23,co-iss-n1357811330,N1357811330,1357811330,2001-01-10T09:35:58.112,68,Narrow Angle,HAL,85.68636,412,37,data\calibrated\N1357811330_2_CALIB.IMG,data\calibrated\N1357811330_2_CALIB.LBL,data\previews\N1357811330_2_full.png
2001-01-10,"January 10, 2001 NAC/H-alpha",24,co-iss-n1357862637,N1357862637,1357862637,2001-01-10T23:51:04.757,68,Narrow Angle,HAL,88.1602,180,9,data\calibrated\N1357862637_2_CALIB.IMG,data\calibrated\N1357862637_2_CALIB.LBL,data\previews\N1357862637_2_full.png
2001-01-10,"January 10, 2001 NAC/H-alpha",25,co-iss-n1357863027,N1357863027,1357863027,2001-01-10T23:57:34.754,68,Narrow Angle,HAL,88.17922,282,20,data\calibrated\N1357863027_2_CALIB.IMG,data\calibrated\N1357863027_2_CALIB.LBL,data\previews\N1357863027_2_full.png
2001-01-11,"January 11, 2001 NAC/H-alpha",0,co-iss-n1357863387,N1357863387,1357863387,2001-01-11T00:03:34.752,68,Narrow Angle,HAL,88.19678,176,2,data\calibrated\N1357863387_2_CALIB.IMG,data\calibrated\N1357863387_2_CALIB.LBL,data\previews\N1357863387_2_full.png
2001-01-11,"January 11, 2001 NAC/H-alpha",1,co-iss-n1357867109,N1357867109,1357867109,2001-01-11T01:05:36.726,68,Narrow Angle,HAL,88.37847,160,7,data\calibrated\N1357867109_2_CALIB.IMG,data\calibrated\N1357867109_2_CALIB.LBL,data\previews\N1357867109_2_full.png
2001-01-11,"January 11, 2001 NAC/H-alpha",2,co-iss-n1357867499,N1357867499,1357867499,2001-01-11T01:12:06.723,68,Narrow Angle,HAL,88.39753,258,15,data\calibrated\N1357867499_2_CALIB.IMG,data\calibrated\N1357867499_2_CALIB.LBL,data\previews\N1357867499_2_full.png
2001-01-11,"January 11, 2001 NAC/H-alpha",3,co-iss-n1357867859,N1357867859,1357867859,2001-01-11T01:18:06.721,68,Narrow Angle,HAL,88.41512,168,8,data\calibrated\N1357867859_2_CALIB.IMG,data\calibrated\N1357867859_2_CALIB.LBL,data\previews\N1357867859_2_full.png
2001-01-11,"January 11, 2001 NAC/H-alpha",4,co-iss-n1357871581,N1357871581,1357871581,2001-01-11T02:20:08.695,68,Narrow Angle,HAL,88.59716,187,9,data\calibrated\N1357871581_2_CALIB.IMG,data\calibrated\N1357871581_2_CALIB.LBL,data\previews\N1357871581_2_full.png
2001-01-11,"January 11, 2001 NAC/H-alpha",5,co-iss-n1357871971,N1357871971,1357871971,2001-01-11T02:26:38.692,68,Narrow Angle,HAL,88.61625,266,17,data\calibrated\N1357871971_2_CALIB.IMG,data\calibrated\N1357871971_2_CALIB.LBL,data\previews\N1357871971_2_full.png
2001-01-11,"January 11, 2001 NAC/H-alpha",6,co-iss-n1357872331,N1357872331,1357872331,2001-01-11T02:32:38.690,68,Narrow Angle,HAL,88.63388,194,9,data\calibrated\N1357872331_2_CALIB.IMG,data\calibrated\N1357872331_2_CALIB.LBL,data\previews\N1357872331_2_full.png
2001-01-11,"January 11, 2001 NAC/H-alpha",7,co-iss-n1357876053,N1357876053,1357876053,2001-01-11T03:34:40.664,68,Narrow Angle,HAL,88.81626,193,16,data\calibrated\N1357876053_2_CALIB.IMG,data\calibrated\N1357876053_2_CALIB.LBL,data\previews\N1357876053_2_full.png
2001-01-11,"January 11, 2001 NAC/H-alpha",8,co-iss-n1357876443,N1357876443,1357876443,2001-01-11T03:41:10.661,68,Narrow Angle,HAL,88.83539,271,27,data\calibrated\N1357876443_2_CALIB.IMG,data\calibrated\N1357876443_2_CALIB.LBL,data\previews\N1357876443_2_full.png
2001-01-11,"January 11, 2001 NAC/H-alpha",9,co-iss-n1357876803,N1357876803,1357876803,2001-01-11T03:47:10.659,68,Narrow Angle,HAL,88.85305,174,13,data\calibrated\N1357876803_2_CALIB.IMG,data\calibrated\N1357876803_2_CALIB.LBL,data\previews\N1357876803_2_full.png
2001-01-11,"January 11, 2001 NAC/H-alpha",10,co-iss-n1357880525,N1357880525,1357880525,2001-01-11T04:49:12.633,68,Narrow Angle,HAL,89.03577,150,15,data\calibrated\N1357880525_2_CALIB.IMG,data\calibrated\N1357880525_2_CALIB.LBL,data\previews\N1357880525_2_full.png
2001-01-11,"January 11, 2001 NAC/H-alpha",11,co-iss-n1357880915,N1357880915,1357880915,2001-01-11T04:55:42.630,68,Narrow Angle,HAL,89.05493,353,19,data\calibrated\N1357880915_2_CALIB.IMG,data\calibrated\N1357880915_2_CALIB.LBL,data\previews\N1357880915_2_full.png
2001-01-11,"January 11, 2001 NAC/H-alpha",12,co-iss-n1357881275,N1357881275,1357881275,2001-01-11T05:01:42.628,68,Narrow Angle,HAL,89.07262,175,3,data\calibrated\N1357881275_2_CALIB.IMG,data\calibrated\N1357881275_2_CALIB.LBL,data\previews\N1357881275_2_full.png
2001-01-11,"January 11, 2001 NAC/H-alpha",13,co-iss-n1357884997,N1357884997,1357884997,2001-01-11T06:03:44.602,68,Narrow Angle,HAL,89.25568,158,6,data\calibrated\N1357884997_2_CALIB.IMG,data\calibrated\N1357884997_2_CALIB.LBL,data\previews\N1357884997_2_full.png
2001-01-11,"January 11, 2001 NAC/H-alpha",14,co-iss-n1357885387,N1357885387,1357885387,2001-01-11T06:10:14.599,68,Narrow Angle,HAL,89.27488,265,15,data\calibrated\N1357885387_2_CALIB.IMG,data\calibrated\N1357885387_2_CALIB.LBL,data\previews\N1357885387_2_full.png
2001-01-11,"January 11, 2001 NAC/H-alpha",15,co-iss-n1357885747,N1357885747,1357885747,2001-01-11T06:16:14.597,68,Narrow Angle,HAL,89.2926,172,6,data\calibrated\N1357885747_2_CALIB.IMG,data\calibrated\N1357885747_2_CALIB.LBL,data\previews\N1357885747_2_full.png
2001-01-11,"January 11, 2001 NAC/H-alpha",16,co-iss-n1357889469,N1357889469,1357889469,2001-01-11T07:18:16.571,68,Narrow Angle,HAL,89.476,167,9,data\calibrated\N1357889469_2_CALIB.IMG,data\calibrated\N1357889469_2_CALIB.LBL,data\previews\N1357889469_2_full.png
2001-01-11,"January 11, 2001 NAC/H-alpha",17,co-iss-n1357889859,N1357889859,1357889859,2001-01-11T07:24:46.569,68,Narrow Angle,HAL,89.49523,306,18,data\calibrated\N1357889859_2_CALIB.IMG,data\calibrated\N1357889859_2_CALIB.LBL,data\previews\N1357889859_2_full.png
2001-01-11,"January 11, 2001 NAC/H-alpha",18,co-iss-n1357890219,N1357890219,1357890219,2001-01-11T07:30:46.566,68,Narrow Angle,HAL,89.51299,176,12,data\calibrated\N1357890219_2_CALIB.IMG,data\calibrated\N1357890219_2_CALIB.LBL,data\previews\N1357890219_2_full.png
2001-01-11,"January 11, 2001 NAC/H-alpha",19,co-iss-n1357893941,N1357893941,1357893941,2001-01-11T08:32:48.540,68,Narrow Angle,HAL,89.69671,163,11,data\calibrated\N1357893941_2_CALIB.IMG,data\calibrated\N1357893941_2_CALIB.LBL,data\previews\N1357893941_2_full.png
2001-01-11,"January 11, 2001 NAC/H-alpha",20,co-iss-n1357894331,N1357894331,1357894331,2001-01-11T08:39:18.538,68,Narrow Angle,HAL,89.71598,338,24,data\calibrated\N1357894331_2_CALIB.IMG,data\calibrated\N1357894331_2_CALIB.LBL,data\previews\N1357894331_2_full.png
2001-01-11,"January 11, 2001 NAC/H-alpha",21,co-iss-n1357894691,N1357894691,1357894691,2001-01-11T08:45:18.535,68,Narrow Angle,HAL,89.73377,185,14,data\calibrated\N1357894691_2_CALIB.IMG,data\calibrated\N1357894691_2_CALIB.LBL,data\previews\N1357894691_2_full.png
2001-01-11,"January 11, 2001 NAC/H-alpha",22,co-iss-n1357900665,N1357900665,1357900665,2001-01-11T10:24:52.494,68,Narrow Angle,HAL,90.02933,161,9,data\calibrated\N1357900665_2_CALIB.IMG,data\calibrated\N1357900665_2_CALIB.LBL,data\previews\N1357900665_2_full.png
2001-01-11,"January 11, 2001 NAC/H-alpha",23,co-iss-n1357901055,N1357901055,1357901055,2001-01-11T10:31:22.491,68,Narrow Angle,HAL,90.04864,320,19,data\calibrated\N1357901055_2_CALIB.IMG,data\calibrated\N1357901055_2_CALIB.LBL,data\previews\N1357901055_2_full.png
2001-01-11,"January 11, 2001 NAC/H-alpha",24,co-iss-n1357901415,N1357901415,1357901415,2001-01-11T10:37:22.488,68,Narrow Angle,HAL,90.06648,186,6,data\calibrated\N1357901415_2_CALIB.IMG,data\calibrated\N1357901415_2_CALIB.LBL,data\previews\N1357901415_2_full.png
2001-01-11,"January 11, 2001 NAC/H-alpha",25,co-iss-n1357905137,N1357905137,1357905137,2001-01-11T11:39:24.463,68,Narrow Angle,HAL,90.25103,159,8,data\calibrated\N1357905137_2_CALIB.IMG,data\calibrated\N1357905137_2_CALIB.LBL,data\previews\N1357905137_2_full.png
2001-01-11,"January 11, 2001 NAC/H-alpha",26,co-iss-n1357905527,N1357905527,1357905527,2001-01-11T11:45:54.460,68,Narrow Angle,HAL,90.27038,270,23,data\calibrated\N1357905527_2_CALIB.IMG,data\calibrated\N1357905527_2_CALIB.LBL,data\previews\N1357905527_2_full.png
2001-01-11,"January 11, 2001 NAC/H-alpha",27,co-iss-n1357905887,N1357905887,1357905887,2001-01-11T11:51:54.458,68,Narrow Angle,HAL,90.28825,170,12,data\calibrated\N1357905887_2_CALIB.IMG,data\calibrated\N1357905887_2_CALIB.LBL,data\previews\N1357905887_2_full.png
2001-01-11,"January 11, 2001 NAC/H-alpha",28,co-iss-n1357909609,N1357909609,1357909609,2001-01-11T12:53:56.432,68,Narrow Angle,HAL,90.47312,167,11,data\calibrated\N1357909609_2_CALIB.IMG,data\calibrated\N1357909609_2_CALIB.LBL,data\previews\N1357909609_2_full.png
2001-01-11,"January 11, 2001 NAC/H-alpha",29,co-iss-n1357909999,N1357909999,1357909999,2001-01-11T13:00:26.429,68,Narrow Angle,HAL,90.49251,462,43,data\calibrated\N1357909999_2_CALIB.IMG,data\calibrated\N1357909999_2_CALIB.LBL,data\previews\N1357909999_2_full.png
2001-01-11,"January 11, 2001 NAC/H-alpha",30,co-iss-n1357910359,N1357910359,1357910359,2001-01-11T13:06:26.427,68,Narrow Angle,HAL,90.51041,187,12,data\calibrated\N1357910359_2_CALIB.IMG,data\calibrated\N1357910359_2_CALIB.LBL,data\previews\N1357910359_2_full.png
2001-01-13,"January 13, 2001 NAC/H-alpha",0,co-iss-n1358061096,N1358061096,1358061096,2001-01-13T06:59:18.433,32,Narrow Angle,HAL,98.20517,4323,178,data\calibrated\N1358061096_1_CALIB.IMG,data\calibrated\N1358061096_1_CALIB.LBL,data\previews\N1358061096_1_full.png
2001-01-13,"January 13, 2001 NAC/H-alpha",1,co-iss-n1358063118,N1358063118,1358063118,2001-01-13T07:32:24.388,68,Narrow Angle,HAL,98.30992,930,85,data\calibrated\N1358063118_1_CALIB.IMG,data\calibrated\N1358063118_1_CALIB.LBL,data\previews\N1358063118_1_full.png
2001-01-13,"January 13, 2001 NAC/H-alpha",2,co-iss-n1358063287,N1358063287,1358063287,2001-01-13T07:34:41.395,100,Narrow Angle,HAL,98.31792,795,81,data\calibrated\N1358063287_1_CALIB.IMG,data\calibrated\N1358063287_1_CALIB.LBL,data\previews\N1358063287_1_full.png
2001-01-13,"January 13, 2001 NAC/H-alpha",3,co-iss-n1358063796,N1358063796,1358063796,2001-01-13T07:44:18.415,32,Narrow Angle,HAL,98.34631,470,72,data\calibrated\N1358063796_1_CALIB.IMG,data\calibrated\N1358063796_1_CALIB.LBL,data\previews\N1358063796_1_full.png
