run_date,track_id,frame_count,first_image_id,last_image_id,median_peak_snr,mean_step_px,motion_consistency,candidate_score,temporal_quality,quality_reason,candidate_ids
2001-01-08,T5065,2,N1357687816,N1357687985,17.56,83.91,1.000,0.5304,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1357687816-0407|1357687985-0391
2001-01-08,T4829,2,N1357685116,N1357685794,9.23,50.38,1.000,0.5304,moderate_temporal_review,appears in 2 frames; consistent step size; low SNR,1357685116-0640|1357685794-0412
2001-01-08,T0791,2,N1357637415,N1357638093,11.30,81.60,1.000,0.5303,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1357637415-2397|1357638093-2143
2001-01-11,T0172,2,N1357885387,N1357885747,9.20,54.66,1.000,0.5302,moderate_temporal_review,appears in 2 frames; consistent step size; low SNR,1357885387-0082|1357885747-0053
2001-01-01,T0796,2,N1357042233,N1357042593,21.64,42.58,1.000,0.5298,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357042233-0334|1357042593-0403
2001-01-08,T2123,2,N1357651815,N1357651984,19.52,82.11,1.000,0.5296,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1357651815-0541|1357651984-0497
2001-01-08,T1948,2,N1357649115,N1357649284,11.19,12.90,1.000,0.5296,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1357649115-1009|1357649284-0961
2001-01-01,T0647,2,N1357037371,N1357037761,23.61,41.73,1.000,0.5292,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357037371-0116|1357037761-0093
2001-01-01,T0220,2,N1357019483,N1357019873,21.49,80.92,1.000,0.5289,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357019483-0150|1357019873-0166
2001-01-08,T2106,2,N1357651815,N1357651984,19.38,77.66,1.000,0.5288,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1357651815-0302|1357651984-0337
2001-01-08,T4286,2,N1357678816,N1357678985,23.48,73.84,1.000,0.5284,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357678816-0450|1357678985-0466
2001-01-04,T0270,2,N1357335945,N1357336335,15.16,59.23,1.000,0.5284,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1357335945-0059|1357336335-0057
2001-01-08,T1338,2,N1357642815,N1357642984,19.29,36.93,1.000,0.5282,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1357642815-0348|1357642984-0308
2001-01-04,T0083,2,N1357318057,N1357318447,10.93,23.54,1.000,0.5281,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1357318057-0090|1357318447-0097
2001-01-08,T4279,2,N1357678816,N1357678985,23.42,80.17,1.000,0.5280,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357678816-0383|1357678985-0422
2001-01-04,T0344,2,N1357340807,N1357341167,10.91,22.62,1.000,0.5280,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1357340807-0063|1357341167-0056
2001-01-13,T1031,2,N1358105418,N1358106096,15.04,62.04,1.000,0.5277,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1358105418-0554|1358106096-0292
2001-01-08,T0462,2,N1357631115,N1357631284,8.76,18.10,1.000,0.5276,moderate_temporal_review,appears in 2 frames; consistent step size; low SNR,1357631115-1683|1357631284-1323
2001-01-10,T0356,2,N1357810970,N1357811330,19.14,5.39,1.000,0.5274,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1357810970-0131|1357811330-0133
2001-01-04,T0319,2,N1357340417,N1357340807,12.82,39.45,1.000,0.5269,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1357340417-0033|1357340807-0014
2001-01-08,T3287,2,N1357667116,N1357667285,12.81,25.76,1.000,0.5269,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1357667116-0211|1357667285-0214
2001-01-09,T0053,2,N1357691416,N1357691585,12.75,14.22,1.000,0.5265,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1357691416-0876|1357691585-0679
2001-01-05,T0250,2,N1357365420,N1357365780,8.55,30.37,1.000,0.5263,moderate_temporal_review,appears in 2 frames; consistent step size; low SNR,1357365420-0139|1357365780-0124
2001-01-01,T0556,2,N1357032899,N1357033289,14.78,53.42,1.000,0.5262,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1357032899-0139|1357033289-0156
2001-01-13,T0552,2,N1358065818,N1358065987,18.94,7.60,1.000,0.5261,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1358065818-0087|1358065987-0092
2001-01-13,T1529,2,N1358110818,N1358110987,16.86,51.15,1.000,0.5261,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1358110818-0312|1358110987-0296
2001-01-01,T0554,2,N1357032899,N1357033289,23.09,68.46,1.000,0.5260,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357032899-0118|1357033289-0150
2001-01-08,T3301,2,N1357667116,N1357667285,12.62,0.05,1.000,0.5257,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1357667116-0280|1357667285-0317
2001-01-08,T4361,2,N1357682416,N1357683094,12.62,51.98,1.000,0.5257,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1357682416-0359|1357683094-0181
2001-01-13,T0743,2,N1358069418,N1358069587,10.51,34.98,1.000,0.5255,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1358069418-1274|1358069587-0759
2001-01-11,T0238,2,N1357894331,N1357894691,10.46,76.08,1.000,0.5253,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1357894331-0032|1357894691-0023
2001-01-05,T0140,2,N1357356085,N1357356475,14.61,25.68,1.000,0.5251,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1357356085-0022|1357356475-0020
2000-12-31,T0167,2,N1356981845,N1356982205,93.65,80.11,1.000,0.5250,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1356981845-0077|1356982205-0149
2001-01-13,T0444,2,N1358063118,N1358063287,75.06,60.97,1.000,0.5250,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1358063118-0223|1358063287-0433
2001-01-08,T4457,2,N1357682416,N1357682585,74.52,17.66,1.000,0.5250,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357682416-3209|1357682585-1479
2001-01-13,T1726,2,N1358114587,N1358115096,60.86,56.07,1.000,0.5250,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1358114587-0087|1358115096-0051
2001-01-05,T0106,2,N1357352003,N1357352363,59.17,26.33,1.000,0.5250,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357352003-0221|1357352363-0225
2001-01-05,T0074,2,N1357351613,N1357352003,54.73,75.04,1.000,0.5250,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357351613-0119|1357352003-0089
2000-12-31,T0357,2,N1356990399,N1356990789,49.93,48.25,1.000,0.5250,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1356990399-0250|1356990789-0338
2001-01-13,T1374,2,N1358108118,N1358108796,48.96,18.47,1.000,0.5250,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1358108118-0068|1358108796-0035
2000-12-31,T0250,2,N1356985927,N1356986317,48.02,24.67,1.000,0.5250,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1356985927-0226|1356986317-0244
2001-01-13,T1958,2,N1358117118,N1358117287,45.84,84.19,1.000,0.5250,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1358117118-0098|1358117287-0161
2001-01-08,T4067,2,N1357676116,N1357676285,41.15,41.38,1.000,0.5250,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357676116-0807|1357676285-0607
2001-01-01,T0597,2,N1357033289,N1357033649,40.03,37.49,1.000,0.5250,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357033289-0238|1357033649-0269
2001-01-13,T0525,2,N1358063287,N1358063796,38.48,64.92,1.000,0.5250,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1358063287-0308|1358063796-0115
2001-01-01,T0239,2,N1357019483,N1357019873,36.46,44.74,1.000,0.5250,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357019483-0304|1357019873-0260
2001-01-08,T4784,2,N1357685116,N1357685794,33.84,64.23,1.000,0.5250,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357685116-0190|1357685794-0088
2001-01-01,T0120,2,N1357015011,N1357015401,33.48,28.80,1.000,0.5250,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357015011-0403|1357015401-0280
2001-01-08,T2049,2,N1357649284,N1357649793,33.25,70.18,1.000,0.5250,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357649284-0196|1357649793-0105
2001-01-01,T0013,2,N1357008677,N1357009037,32.90,60.10,1.000,0.5250,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357008677-0122|1357009037-0345
2001-01-10,T0286,2,N1357806498,N1357806858,31.88,50.69,1.000,0.5250,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357806498-0014|1357806858-0017
2001-01-01,T0222,2,N1357019483,N1357019873,31.87,58.36,1.000,0.5250,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357019483-0165|1357019873-0148
2001-01-09,T0179,2,N1357763998,N1357764358,31.62,41.66,1.000,0.5250,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357763998-0159|1357764358-0179
2001-01-08,T2626,2,N1357658115,N1357658284,31.50,62.71,1.000,0.5250,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357658115-0481|1357658284-1477
2001-01-08,T0331,2,N1357631115,N1357631793,31.10,35.43,1.000,0.5250,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357631115-0141|1357631793-0079
2001-01-13,T1949,2,N1358117118,N1358117796,30.96,42.23,1.000,0.5250,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1358117118-0022|1358117796-0008
2001-01-01,T0260,2,N1357019873,N1357020233,30.70,20.59,1.000,0.5250,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357019873-0122|1357020233-0189
2001-01-10,T0298,2,N1357806498,N1357806858,30.32,35.55,1.000,0.5250,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357806498-0266|1357806858-0259
2001-01-10,T0289,2,N1357806498,N1357806858,30.13,22.69,1.000,0.5250,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357806498-0120|1357806858-0148
2001-01-01,T0738,2,N1357041843,N1357042233,29.32,27.43,1.000,0.5250,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357041843-0009|1357042233-0001
2001-01-01,T0208,2,N1357019483,N1357019873,29.20,34.79,1.000,0.5250,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357019483-0069|1357019873-0068
2001-01-01,T0269,2,N1357019873,N1357020233,28.27,55.11,1.000,0.5250,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357019873-0248|1357020233-0326
2000-12-31,T0144,2,N1356981455,N1356981845,27.54,22.46,1.000,0.5250,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1356981455-0197|1356981845-0171
2001-01-08,T4775,2,N1357685116,N1357685285,26.90,59.66,1.000,0.5250,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357685116-0061|1357685285-0086
2001-01-13,T1590,2,N1358114418,N1358115096,26.32,54.09,1.000,0.5250,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1358114418-0055|1358115096-0029
2001-01-08,T4774,2,N1357685116,N1357685285,26.09,72.72,1.000,0.5250,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357685116-0059|1357685285-0061
2001-01-08,T3989,2,N1357676116,N1357676285,26.02,39.19,1.000,0.5250,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357676116-0052|1357676285-0062
2001-01-08,T4787,2,N1357685116,N1357685285,26.00,23.87,1.000,0.5250,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357685116-0202|1357685285-0225
2001-01-01,T0354,2,N1357023955,N1357024345,25.76,70.25,1.000,0.5250,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357023955-0299|1357024345-0316
2000-12-31,T0342,2,N1356990399,N1356990789,25.59,81.82,1.000,0.5250,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1356990399-0108|1356990789-0115
2001-01-08,T1315,2,N1357642815,N1357642984,25.53,45.25,1.000,0.5250,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357642815-0181|1357642984-0205
2000-12-31,T0178,2,N1356981845,N1356982205,25.29,83.36,1.000,0.5250,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1356981845-0264|1356982205-0317
2001-01-08,T0002,2,N1357628415,N1357628584,25.20,60.95,1.000,0.5250,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357628415-0034|1357628584-0039
2001-01-08,T1316,2,N1357642815,N1357642984,25.14,59.86,1.000,0.5250,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357642815-0184|1357642984-0163
2001-01-01,T0707,2,N1357037761,N1357038121,20.82,51.21,1.000,0.5250,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357037761-0288|1357038121-0370
2001-01-08,T5014,2,N1357687816,N1357687985,22.89,36.63,1.000,0.5249,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357687816-0064|1357687985-0051
2001-01-13,T1516,2,N1358110818,N1358110987,16.66,51.85,1.000,0.5249,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1358110818-0223|1358110987-0180
2001-01-11,T0358,2,N1357909609,N1357909999,10.41,46.34,1.000,0.5249,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1357909609-0098|1357909999-0109
2001-01-04,T0046,2,N1357313975,N1357314335,8.31,62.93,1.000,0.5249,moderate_temporal_review,appears in 2 frames; consistent step size; low SNR,1357313975-0215|1357314335-0177
2001-01-08,T0640,2,N1357633815,N1357633984,22.88,12.32,1.000,0.5247,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357633815-0047|1357633984-0069
2001-01-08,T0651,2,N1357633815,N1357633984,20.79,25.00,1.000,0.5247,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357633815-0164|1357633984-0203
2001-01-11,T0286,2,N1357900665,N1357901055,10.31,29.02,1.000,0.5244,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1357900665-0075|1357901055-0072
2001-01-08,T3533,2,N1357669816,N1357669985,20.70,62.49,1.000,0.5242,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357669816-0004|1357669985-0010
2001-01-01,T0214,2,N1357019483,N1357019873,22.73,81.42,1.000,0.5239,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357019483-0110|1357019873-0084
2001-01-08,T0649,2,N1357633815,N1357633984,24.80,26.47,1.000,0.5238,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357633815-0123|1357633984-0152
2001-01-08,T5088,2,N1357687816,N1357687985,14.38,45.06,1.000,0.5238,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1357687816-0573|1357687985-0625
2001-01-13,T1452,2,N1358108287,N1358108796,20.56,70.97,1.000,0.5233,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1358108287-0080|1358108796-0024
2001-01-10,T0044,2,N1357781496,N1357781886,10.12,84.97,1.000,0.5233,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1357781496-0094|1357781886-0036
2001-01-08,T2868,2,N1357660815,N1357660984,18.45,54.83,1.000,0.5232,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1357660815-0349|1357660984-0403
2001-01-08,T5018,2,N1357687816,N1357687985,22.60,18.90,1.000,0.5231,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357687816-0103|1357687985-0102
2001-01-08,T3557,2,N1357669816,N1357669985,24.64,5.59,1.000,0.5229,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357669816-0177|1357669985-0199
2001-01-01,T0797,2,N1357042233,N1357042593,20.47,46.98,1.000,0.5228,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357042233-0338|1357042593-0375
2001-01-08,T2885,2,N1357660815,N1357660984,16.30,31.42,1.000,0.5228,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1357660815-0459|1357660984-0482
2001-01-10,T0355,2,N1357810970,N1357811330,22.52,59.59,1.000,0.5226,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357810970-0127|1357811330-0105
2001-01-05,T0247,2,N1357365420,N1357365780,12.09,78.39,1.000,0.5225,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1357365420-0084|1357365780-0111
2000-12-31,T0371,2,N1356990789,N1356991149,24.56,75.29,1.000,0.5224,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1356990789-0038|1356991149-0144
2001-01-13,T0710,2,N1358069418,N1358069587,14.14,9.02,1.000,0.5224,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1358069418-0635|1358069587-0590
2001-01-01,T0432,2,N1357028427,N1357028817,20.38,69.07,1.000,0.5223,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357028427-0083|1357028817-0059
2001-01-08,T4106,2,N1357676116,N1357676794,9.97,22.08,1.000,0.5223,moderate_temporal_review,appears in 2 frames; consistent step size; low SNR,1357676116-1255|1357676794-1152
2001-01-08,T1467,2,N1357646415,N1357647093,12.04,69.49,1.000,0.5222,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1357646415-1451|1357647093-0470
2001-01-08,T4809,2,N1357685116,N1357685794,12.03,62.09,1.000,0.5222,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1357685116-0397|1357685794-0361
2001-01-05,T0148,2,N1357356085,N1357356475,14.11,78.96,1.000,0.5221,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1357356085-0051|1357356475-0032
2001-01-08,T2886,2,N1357660815,N1357660984,16.16,84.83,1.000,0.5220,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1357660815-0487|1357660984-0531
2001-01-08,T2084,2,N1357651815,N1357651984,20.31,65.26,1.000,0.5219,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357651815-0096|1357651984-0063
2001-01-08,T4291,2,N1357678816,N1357678985,22.39,51.53,1.000,0.5218,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357678816-0489|1357678985-0516
2001-01-09,T0162,2,N1357763608,N1357763998,9.89,11.46,1.000,0.5218,moderate_temporal_review,appears in 2 frames; consistent step size; low SNR,1357763608-0150|1357763998-0112
2001-01-04,T0160,2,N1357327391,N1357327751,9.88,36.90,1.000,0.5217,moderate_temporal_review,appears in 2 frames; consistent step size; low SNR,1357327391-0078|1357327751-0083
2001-01-13,T1541,2,N1358110818,N1358110987,14.02,62.15,1.000,0.5216,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1358110818-0435|1358110987-0386
2001-01-08,T3544,2,N1357669816,N1357669985,20.26,6.47,1.000,0.5215,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357669816-0097|1357669985-0096
2001-01-13,T0587,2,N1358065818,N1358065987,14.00,59.75,1.000,0.5215,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1358065818-0419|1358065987-0457
2001-01-13,T0751,2,N1358069418,N1358069587,9.84,24.19,1.000,0.5215,moderate_temporal_review,appears in 2 frames; consistent step size; low SNR,1358069418-1647|1358069587-1048
2001-01-01,T0586,2,N1357033289,N1357033649,18.14,42.81,1.000,0.5214,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1357033289-0036|1357033649-0114
2001-01-01,T0486,2,N1357028817,N1357029177,22.30,28.55,1.000,0.5213,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357028817-0057|1357029177-0135
2001-01-08,T2667,2,N1357658115,N1357658793,9.76,40.01,1.000,0.5211,moderate_temporal_review,appears in 2 frames; consistent step size; low SNR,1357658115-0811|1357658793-0603
2001-01-08,T2724,2,N1357658115,N1357658793,9.76,1.53,1.000,0.5211,moderate_temporal_review,appears in 2 frames; consistent step size; low SNR,1357658115-1199|1357658793-0571
2001-01-08,T2741,2,N1357658115,N1357658793,9.76,24.14,1.000,0.5211,moderate_temporal_review,appears in 2 frames; consistent step size; low SNR,1357658115-1319|1357658793-0730
2001-01-08,T3286,2,N1357667116,N1357667794,24.33,69.93,1.000,0.5210,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357667116-0144|1357667794-0079
2001-01-08,T1903,2,N1357649115,N1357649793,9.75,15.46,1.000,0.5210,moderate_temporal_review,appears in 2 frames; consistent step size; low SNR,1357649115-0642|1357649793-0263
2001-01-13,T2003,2,N1358117118,N1358117796,9.74,7.98,1.000,0.5209,moderate_temporal_review,appears in 2 frames; consistent step size; low SNR,1358117118-0636|1358117796-0228
2001-01-13,T0915,2,N1358101818,N1358101987,18.02,12.34,1.000,0.5207,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1358101818-0227|1358101987-0213
2001-01-09,T0184,2,N1357763998,N1357764358,11.78,56.61,1.000,0.5207,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1357763998-0199|1357764358-0164
2001-01-08,T1961,2,N1357649115,N1357649793,9.65,42.22,1.000,0.5204,moderate_temporal_review,appears in 2 frames; consistent step size; low SNR,1357649115-1080|1357649793-0233
2001-01-13,T1966,2,N1358117118,N1358117287,22.14,76.80,1.000,0.5203,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1358117118-0158|1358117287-0219
2001-01-10,T0291,2,N1357806498,N1357806858,15.82,50.76,1.000,0.5200,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1357806498-0200|1357806858-0185
2001-01-11,T0162,2,N1357884997,N1357885387,11.66,39.29,1.000,0.5200,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1357884997-0020|1357885387-0017
2001-01-08,T2628,2,N1357658115,N1357658793,11.59,68.81,1.000,0.5195,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1357658115-0483|1357658793-0778
2001-01-04,T0293,2,N1357336335,N1357336695,13.66,51.18,1.000,0.5194,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1357336335-0065|1357336695-0033
2001-01-08,T4277,2,N1357678816,N1357678985,19.89,17.81,1.000,0.5193,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1357678816-0373|1357678985-0409
2001-01-04,T0074,2,N1357318057,N1357318447,15.68,44.22,1.000,0.5191,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1357318057-0032|1357318447-0018
2001-01-08,T2076,2,N1357651815,N1357651984,23.98,31.52,1.000,0.5189,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357651815-0030|1357651984-0032
2001-01-01,T0235,2,N1357019483,N1357019873,19.81,79.12,1.000,0.5189,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1357019483-0280|1357019873-0241
2001-01-13,T0563,2,N1358065818,N1358065987,19.78,29.02,1.000,0.5187,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1358065818-0145|1358065987-0145
2001-01-13,T1032,2,N1358105418,N1358106096,13.53,58.45,1.000,0.5187,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1358105418-0560|1358106096-0447
2001-01-08,T1942,2,N1357649115,N1357649284,9.36,19.82,1.000,0.5187,moderate_temporal_review,appears in 2 frames; consistent step size; low SNR,1357649115-0952|1357649284-0841
2001-01-08,T5023,2,N1357687816,N1357687985,21.82,29.28,1.000,0.5184,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357687816-0112|1357687985-0119
2001-01-13,T0923,2,N1358101818,N1358101987,17.65,81.54,1.000,0.5184,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1358101818-0277|1358101987-0225
2001-01-05,T0068,2,N1357351613,N1357352003,15.57,58.64,1.000,0.5184,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1357351613-0086|1357352003-0083
2001-01-04,T0260,2,N1357335945,N1357336335,13.47,55.45,1.000,0.5184,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1357335945-0004|1357336335-0004
2001-01-08,T2190,2,N1357655415,N1357656093,11.38,59.52,1.000,0.5183,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1357655415-0266|1357656093-0160
2001-01-08,T3280,2,N1357667116,N1357667794,23.85,75.01,1.000,0.5181,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357667116-0044|1357667794-0013
2001-01-08,T2862,2,N1357660815,N1357660984,21.76,60.76,1.000,0.5181,moderate_temporal_review,appears in 2 frames; consistent step size; high SNR,1357660815-0303|1357660984-0335
2001-01-08,T4380,2,N1357682416,N1357683094,11.32,54.42,1.000,0.5180,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1357682416-0588|1357683094-0587
2001-01-08,T1992,2,N1357649115,N1357649793,9.26,45.59,1.000,0.5180,moderate_temporal_review,appears in 2 frames; consistent step size; low SNR,1357649115-1298|1357649793-0645
2001-01-08,T3704,2,N1357673416,N1357674094,9.23,66.84,1.000,0.5179,moderate_temporal_review,appears in 2 frames; consistent step size; low SNR,1357673416-2018|1357674094-1688
2001-01-11,T0324,2,N1357905527,N1357905887,11.30,59.54,1.000,0.5178,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1357905527-0011|1357905887-0045
2001-01-08,T4846,2,N1357685116,N1357685794,9.22,26.04,1.000,0.5178,moderate_temporal_review,appears in 2 frames; consistent step size; low SNR,1357685116-0849|1357685794-0207
2001-01-08,T2846,2,N1357660815,N1357660984,17.54,32.90,1.000,0.5177,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1357660815-0172|1357660984-0172
2001-01-08,T4917,2,N1357685116,N1357685794,11.29,19.11,1.000,0.5177,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1357685116-1387|1357685794-0703
2001-01-08,T4801,2,N1357685116,N1357685794,11.28,25.53,1.000,0.5177,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1357685116-0311|1357685794-0170
2001-01-08,T0040,2,N1357628415,N1357629093,11.25,75.27,1.000,0.5175,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1357628415-0559|1357629093-0520
2001-01-08,T1431,2,N1357646415,N1357647093,11.25,52.52,1.000,0.5175,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1357646415-0317|1357647093-0191
2001-01-13,T0706,2,N1358069418,N1358069587,11.21,13.80,1.000,0.5173,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1358069418-0566|1358069587-0619
2001-01-05,T0183,2,N1357356475,N1357356835,15.31,36.41,1.000,0.5169,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1357356475-0008|1357356835-0007
2001-01-01,T0598,2,N1357033289,N1357033649,15.29,50.99,1.000,0.5167,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1357033289-0239|1357033649-0249
2001-01-08,T2978,2,N1357664415,N1357665093,11.12,24.37,1.000,0.5167,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1357664415-0914|1357665093-1103
2001-01-13,T1523,2,N1358110818,N1358110987,17.34,35.28,1.000,0.5166,moderate_temporal_review,appears in 2 frames; consistent step size; moderate SNR,1358110818-0279|1358110987-0288
