run_date,image_id,opus_id,time,metadata_file,metadata_available,subobserver_lat,subobserver_lon_w,subsolar_lat,subsolar_lon_w,range_to_body_km,center_resolution_km_px,center_phase_angle,incidence_min,incidence_max,emission_min,emission_max,latitude_min,latitude_max,longitude_w_min,longitude_w_max,geometry_context_available,candidate_latlon_ready,available_geometry_fields,readiness_note
2000-12-31,N1356976983,co-iss-n1356976983,2000-12-31T17:50:52.890,data/metadata/co-iss-n1356976983.json,yes,-0.328,44.478,3.308,112.302,9810809.924,59.16949,67.865,91.614,152.907,26.768,89.836,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2000-12-31,N1356977373,co-iss-n1356977373,2000-12-31T17:57:22.887,data/metadata/co-iss-n1356977373.json,yes,-0.33,48.381,3.308,116.231,9809440.019,59.17279,67.89,90.138,155.836,22.638,89.77,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2000-12-31,N1356977733,co-iss-n1356977733,2000-12-31T18:03:22.885,data/metadata/co-iss-n1356977733.json,yes,-0.332,51.984,3.308,119.857,9811672.355,59.17584,67.914,90.098,151.473,26.395,89.612,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2000-12-31,N1356981455,co-iss-n1356981455,2000-12-31T19:05:24.859,data/metadata/co-iss-n1356981455.json,yes,-0.35,89.238,3.308,157.355,9817222.109,59.20797,68.158,91.853,152.676,26.754,89.573,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2000-12-31,N1356981845,co-iss-n1356981845,2000-12-31T19:11:54.857,data/metadata/co-iss-n1356981845.json,yes,-0.352,93.141,3.308,161.284,9815713.898,59.21139,68.184,90.071,156.557,22.28,89.294,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2000-12-31,N1356982205,co-iss-n1356982205,2000-12-31T19:17:54.854,data/metadata/co-iss-n1356982205.json,yes,-0.354,96.744,3.308,164.911,9818064.941,59.21457,68.208,90.176,149.926,26.275,89.437,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2000-12-31,N1356985927,co-iss-n1356985927,2000-12-31T20:19:56.828,data/metadata/co-iss-n1356985927.json,yes,-0.372,133.998,3.308,202.408,9823927.731,59.2479,68.452,92.317,152.931,26.815,89.83,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2000-12-31,N1356986317,co-iss-n1356986317,2000-12-31T20:26:26.826,data/metadata/co-iss-n1356986317.json,yes,-0.374,137.902,3.308,206.337,9822504.724,59.25145,68.477,90.583,157.216,22.503,89.874,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2000-12-31,N1356986677,co-iss-n1356986677,2000-12-31T20:32:26.823,data/metadata/co-iss-n1356986677.json,yes,-0.376,141.505,3.308,209.964,9824965.318,59.25474,68.501,90.816,149.989,26.632,89.703,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2000-12-31,N1356990399,co-iss-n1356990399,2000-12-31T21:34:28.797,data/metadata/co-iss-n1356990399.json,yes,-0.394,178.759,3.308,247.461,9830879.024,59.28928,68.745,92.66,155.21,26.9,89.916,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2000-12-31,N1356990789,co-iss-n1356990789,2000-12-31T21:40:58.795,data/metadata/co-iss-n1356990789.json,yes,-0.396,182.663,3.308,251.39,9829473.597,59.29296,68.77,90.96,157.012,22.592,89.378,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2000-12-31,N1356991149,co-iss-n1356991149,2000-12-31T21:46:58.792,data/metadata/co-iss-n1356991149.json,yes,-0.398,186.266,3.308,255.017,9831666.534,59.29636,68.794,90.673,149.961,26.182,89.495,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-01,N1357008677,co-iss-n1357008677,2001-01-01T02:39:06.671,data/metadata/co-iss-n1357008677.json,yes,-0.484,1.71,3.307,71.603,9859481.525,59.47335,69.938,91.905,158.166,22.383,89.845,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-01,N1357009037,co-iss-n1357009037,2001-01-01T02:45:06.668,data/metadata/co-iss-n1357009037.json,yes,-0.486,5.314,3.307,75.23,9861956.352,59.47722,69.961,91.953,153.153,26.383,89.102,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-01,N1357015011,co-iss-n1357015011,2001-01-01T04:24:40.627,data/metadata/co-iss-n1357015011.json,yes,-0.515,65.112,3.307,135.415,9873215.513,59.54271,70.349,94.319,154.815,26.969,89.734,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-01,N1357015401,co-iss-n1357015401,2001-01-01T04:31:10.624,data/metadata/co-iss-n1357015401.json,yes,-0.517,69.015,3.307,139.344,9871812.872,59.54708,70.374,92.393,158.779,22.441,89.755,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-01,N1357015761,co-iss-n1357015761,2001-01-01T04:37:10.622,data/metadata/co-iss-n1357015761.json,yes,-0.519,72.619,3.307,142.971,9874143.931,59.55111,70.398,92.063,151.528,26.121,89.642,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-01,N1357019483,co-iss-n1357019483,2001-01-01T05:39:12.596,data/metadata/co-iss-n1357019483.json,yes,-0.537,109.875,3.307,180.468,9881542.623,59.5934,70.639,94.359,154.609,26.731,88.938,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-01,N1357019873,co-iss-n1357019873,2001-01-01T05:45:42.593,data/metadata/co-iss-n1357019873.json,yes,-0.539,113.779,3.307,184.397,9880163.258,59.59788,70.664,92.405,159.281,22.167,89.321,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-01,N1357020233,co-iss-n1357020233,2001-01-01T05:51:42.591,data/metadata/co-iss-n1357020233.json,yes,-0.541,117.383,3.307,188.024,9882964.202,59.60204,70.688,92.96,153.369,26.707,89.5,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-01,N1357023955,co-iss-n1357023955,2001-01-01T06:53:44.565,data/metadata/co-iss-n1357023955.json,yes,-0.559,154.64,3.307,225.521,9890298.592,59.6455,70.929,94.624,155.679,26.857,89.426,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-01,N1357024345,co-iss-n1357024345,2001-01-01T07:00:14.562,data/metadata/co-iss-n1357024345.json,yes,-0.561,158.543,3.307,229.45,9889030.145,59.65011,70.954,93.008,159.993,22.488,89.818,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-01,N1357024705,co-iss-n1357024705,2001-01-01T07:06:14.560,data/metadata/co-iss-n1357024705.json,yes,-0.562,162.147,3.307,233.077,9891555.916,59.65437,70.977,92.843,152.345,26.462,89.194,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-01,N1357028427,co-iss-n1357028427,2001-01-01T08:08:16.534,data/metadata/co-iss-n1357028427.json,yes,-0.58,199.404,3.307,270.574,9899354.413,59.69901,71.218,95.155,155.83,27.078,89.57,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-01,N1357028817,co-iss-n1357028817,2001-01-01T08:14:46.531,data/metadata/co-iss-n1357028817.json,yes,-0.582,203.308,3.307,274.503,9897919.517,59.70374,71.243,93.164,159.644,22.357,89.164,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-01,N1357029177,co-iss-n1357029177,2001-01-01T08:20:46.529,data/metadata/co-iss-n1357029177.json,yes,-0.584,206.912,3.307,278.13,9900393.406,59.70812,71.266,92.942,153.571,26.212,89.619,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-01,N1357032899,co-iss-n1357032899,2001-01-01T09:22:48.503,data/metadata/co-iss-n1357032899.json,yes,-0.602,244.17,3.307,315.627,9908355.584,59.75393,71.506,95.262,156.417,26.767,89.457,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-01,N1357033289,co-iss-n1357033289,2001-01-01T09:29:18.500,data/metadata/co-iss-n1357033289.json,yes,-0.604,248.074,3.307,319.556,9907234.317,59.75878,71.531,93.717,159.682,22.628,89.596,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-01,N1357033649,co-iss-n1357033649,2001-01-01T09:35:18.498,data/metadata/co-iss-n1357033649.json,yes,-0.606,251.677,3.307,323.183,9909750.417,59.76328,71.554,93.494,152.139,26.492,89.922,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-01,N1357037371,co-iss-n1357037371,2001-01-01T10:37:20.472,data/metadata/co-iss-n1357037371.json,yes,-0.624,288.935,3.307,0.68,9917931.27,59.81025,71.794,95.843,155.445,27.086,88.951,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-01,N1357037761,co-iss-n1357037761,2001-01-01T10:43:50.469,data/metadata/co-iss-n1357037761.json,yes,-0.625,292.839,3.307,4.609,9916705.373,59.81523,71.819,94.106,160.061,22.735,89.732,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-01,N1357038121,co-iss-n1357038121,2001-01-01T10:49:50.467,data/metadata/co-iss-n1357038121.json,yes,-0.627,296.443,3.307,8.236,9919321.409,59.81983,71.842,93.868,154.355,26.748,89.914,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-01,N1357041843,co-iss-n1357041843,2001-01-01T11:51:52.441,data/metadata/co-iss-n1357041843.json,yes,-0.645,333.702,3.307,45.733,9927473.629,59.86797,72.081,95.802,156.695,26.943,89.508,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-01,N1357042233,co-iss-n1357042233,2001-01-01T11:58:22.438,data/metadata/co-iss-n1357042233.json,yes,-0.647,337.606,3.307,49.662,9926352.289,59.87307,72.106,94.375,160.54,22.722,89.627,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-01,N1357042593,co-iss-n1357042593,2001-01-01T12:04:22.436,data/metadata/co-iss-n1357042593.json,yes,-0.649,341.209,3.307,53.289,9928794.217,59.87778,72.129,93.974,153.604,26.365,89.51,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-04,N1357313585,co-iss-n1357313585,2001-01-04T15:20:52.559,data/metadata/co-iss-n1357313585.json,yes,-1.805,175.336,3.3,263.38,10919328.151,65.80111,88.122,113.911,166.615,29.785,89.428,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-04,N1357313975,co-iss-n1357313975,2001-01-04T15:27:22.557,data/metadata/co-iss-n1357313975.json,yes,-1.807,179.245,3.3,267.309,10918727.329,65.81273,88.142,111.081,176.646,24.893,89.215,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-04,N1357314335,co-iss-n1357314335,2001-01-04T15:33:22.554,data/metadata/co-iss-n1357314335.json,yes,-1.808,182.853,3.3,270.936,10922841.131,65.82347,88.161,110.192,161.517,29.478,88.636,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-04,N1357318057,co-iss-n1357318057,2001-01-04T16:35:24.528,data/metadata/co-iss-n1357318057.json,yes,-1.822,220.153,3.3,308.433,10941770.357,65.93486,88.358,114.317,166.206,29.98,89.917,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-04,N1357318447,co-iss-n1357318447,2001-01-04T16:41:54.526,data/metadata/co-iss-n1357318447.json,yes,-1.823,224.062,3.3,312.362,10941141.225,65.94658,88.378,111.426,175.59,25.037,89.29,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-04,N1357327001,co-iss-n1357327001,2001-01-04T19:04:28.466,data/metadata/co-iss-n1357327001.json,yes,-1.854,309.789,3.3,38.538,10987104.927,66.20548,88.828,114.919,167.138,30.268,89.684,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-04,N1357327391,co-iss-n1357327391,2001-01-04T19:10:58.464,data/metadata/co-iss-n1357327391.json,yes,-1.855,313.698,3.3,42.467,10986397.33,66.21737,88.848,111.907,177.232,25.156,89.467,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-04,N1357327751,co-iss-n1357327751,2001-01-04T19:16:58.461,data/metadata/co-iss-n1357327751.json,yes,-1.857,317.306,3.3,46.094,10990400.979,66.22836,88.867,110.534,161.201,29.44,89.909,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-04,N1357331473,co-iss-n1357331473,2001-01-04T20:19:00.435,data/metadata/co-iss-n1357331473.json,yes,-1.87,354.609,3.3,83.591,11009772.382,66.34232,89.061,114.823,166.325,29.997,88.631,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-04,N1357331863,co-iss-n1357331863,2001-01-04T20:25:30.433,data/metadata/co-iss-n1357331863.json,yes,-1.871,358.518,3.3,87.52,11009235.914,66.3543,89.081,112.074,175.196,25.13,89.344,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-04,N1357332223,co-iss-n1357332223,2001-01-04T20:31:30.430,data/metadata/co-iss-n1357332223.json,yes,-1.872,2.126,3.3,91.147,11013506.496,66.36537,89.1,110.899,161.032,29.84,89.594,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-04,N1357335945,co-iss-n1357335945,2001-01-04T21:33:32.404,data/metadata/co-iss-n1357335945.json,yes,-1.886,39.43,3.3,128.643,11033004.363,66.48017,89.293,115.411,166.217,30.36,89.344,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-04,N1357336335,co-iss-n1357336335,2001-01-04T21:40:02.402,data/metadata/co-iss-n1357336335.json,yes,-1.887,43.338,3.3,132.572,11032344.53,66.49224,89.313,112.403,176.912,25.295,89.154,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-04,N1357336695,co-iss-n1357336695,2001-01-04T21:46:02.399,data/metadata/co-iss-n1357336695.json,yes,-1.888,46.947,3.3,136.199,11036411.445,66.50339,89.332,110.58,161.723,29.643,89.385,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-04,N1357340417,co-iss-n1357340417,2001-01-04T22:48:04.373,data/metadata/co-iss-n1357340417.json,yes,-1.901,84.251,3.299,173.696,11056075.024,66.61903,89.525,115.45,165.918,30.194,89.379,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-04,N1357340807,co-iss-n1357340807,2001-01-04T22:54:34.371,data/metadata/co-iss-n1357340807.json,yes,-1.903,88.16,3.299,177.625,11055407.211,66.63119,89.545,112.369,175.634,25.055,89.324,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-04,N1357341167,co-iss-n1357341167,2001-01-04T23:00:34.368,data/metadata/co-iss-n1357341167.json,yes,-1.904,91.768,3.299,181.252,11059717.457,66.64242,89.563,110.897,161.369,29.8,89.46,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-05,N1357344889,co-iss-n1357344889,2001-01-05T00:02:36.342,data/metadata/co-iss-n1357344889.json,yes,-1.917,129.074,3.299,218.749,11079647.446,66.75889,89.755,116.042,165.829,30.563,89.17,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-05,N1357345279,co-iss-n1357345279,2001-01-05T00:09:06.340,data/metadata/co-iss-n1357345279.json,yes,-1.918,132.983,3.299,222.678,11078685.322,66.77113,89.775,112.389,175.313,24.906,89.262,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-05,N1357345639,co-iss-n1357345639,2001-01-05T00:15:06.337,data/metadata/co-iss-n1357345639.json,yes,-1.92,136.591,3.299,226.304,11083308.011,66.78244,89.794,111.08,160.622,30.181,89.769,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-05,N1357351613,co-iss-n1357351613,2001-01-05T01:54:40.296,data/metadata/co-iss-n1357351613.json,yes,-1.94,196.47,3.299,286.489,11114851.906,66.97104,90.1,116.189,167.283,30.224,89.239,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-05,N1357352003,co-iss-n1357352003,2001-01-05T02:01:10.293,data/metadata/co-iss-n1357352003.json,yes,-1.942,200.379,3.299,290.418,11114320.922,66.98342,90.12,113.036,175.678,25.3,89.511,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-05,N1357352363,co-iss-n1357352363,2001-01-05T02:07:10.291,data/metadata/co-iss-n1357352363.json,yes,-1.943,203.987,3.299,294.045,11118635.928,66.99485,90.138,111.072,161.023,29.969,89.277,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-05,N1357356085,co-iss-n1357356085,2001-01-05T03:09:12.265,data/metadata/co-iss-n1357356085.json,yes,-1.956,241.295,3.299,331.541,11138632.725,67.11337,90.328,116.417,167.691,30.271,89.873,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-05,N1357356475,co-iss-n1357356475,2001-01-05T03:15:42.262,data/metadata/co-iss-n1357356475.json,yes,-1.957,245.204,3.299,335.47,11137942.389,67.12583,90.347,112.959,178.761,25.021,89.465,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-05,N1357356835,co-iss-n1357356835,2001-01-05T03:21:42.260,data/metadata/co-iss-n1357356835.json,yes,-1.958,248.812,3.299,339.097,11142573.009,67.13734,90.366,111.341,160.598,30.224,88.963,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-05,N1357361307,co-iss-n1357361307,2001-01-05T04:36:14.229,data/metadata/co-iss-n1357361307.json,yes,-1.974,293.639,3.299,24.15,11166361.851,67.28081,90.593,111.063,161.246,29.979,89.688,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-05,N1357365030,co-iss-n1357365030,2001-01-05T05:38:17.203,data/metadata/co-iss-n1357365030.json,yes,-1.986,330.958,3.299,61.657,11186871.236,67.40099,90.781,117.173,165.971,30.655,89.755,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-05,N1357365420,co-iss-n1357365420,2001-01-05T05:44:47.200,data/metadata/co-iss-n1357365420.json,yes,-1.988,334.867,3.299,65.586,11186121.295,67.41362,90.8,113.566,178.404,25.305,89.873,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-05,N1357365780,co-iss-n1357365780,2001-01-05T05:50:47.198,data/metadata/co-iss-n1357365780.json,yes,-1.989,338.476,3.299,69.213,11190517.806,67.42528,90.818,111.304,160.896,30.039,89.729,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-05,N1357369502,co-iss-n1357369502,2001-01-05T06:52:49.172,data/metadata/co-iss-n1357369502.json,yes,-2.002,15.786,3.299,106.709,11211021.359,67.54623,91.006,117.238,167.682,30.506,88.978,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-05,N1357369892,co-iss-n1357369892,2001-01-05T06:59:19.169,data/metadata/co-iss-n1357369892.json,yes,-2.003,19.695,3.299,110.638,11210414.918,67.55894,91.025,113.792,177.71,25.38,89.608,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-05,N1357370252,co-iss-n1357370252,2001-01-05T07:05:19.167,data/metadata/co-iss-n1357370252.json,yes,-2.004,23.304,3.299,114.265,11214884.224,67.57068,91.043,111.489,161.643,30.197,89.564,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-05,N1357373974,co-iss-n1357373974,2001-01-05T08:07:21.141,data/metadata/co-iss-n1357373974.json,yes,-2.017,60.614,3.299,151.762,11235643.857,67.69243,91.23,117.379,166.842,30.878,89.748,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-05,N1357374364,co-iss-n1357374364,2001-01-05T08:13:51.138,data/metadata/co-iss-n1357374364.json,yes,-2.018,64.524,3.299,155.691,11234975.995,67.70522,91.249,114.26,178.97,25.657,89.339,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-05,N1357374724,co-iss-n1357374724,2001-01-05T08:19:51.136,data/metadata/co-iss-n1357374724.json,yes,-2.019,68.133,3.299,159.318,11239343.332,67.71704,91.267,111.425,161.417,30.269,88.992,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-05,N1357378446,co-iss-n1357378446,2001-01-05T09:21:53.110,data/metadata/co-iss-n1357378446.json,yes,-2.032,105.444,3.299,196.815,11260246.113,67.83958,91.453,117.553,166.175,30.938,89.148,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-05,N1357378836,co-iss-n1357378836,2001-01-05T09:28:23.107,data/metadata/co-iss-n1357378836.json,yes,-2.033,109.354,3.299,200.744,11259717.018,67.85246,91.472,114.709,177.935,25.97,89.056,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-05,N1357379196,co-iss-n1357379196,2001-01-05T09:34:23.105,data/metadata/co-iss-n1357379196.json,yes,-2.034,112.963,3.299,204.37,11264164.96,67.86435,91.49,111.69,161.001,30.662,89.287,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-08,N1357628415,co-iss-n1357628415,2001-01-08T06:47:24.399,data/metadata/co-iss-n1357628415.json,yes,-2.722,92.614,3.292,194.907,12847915.86,77.39283,102.384,56.317,135.162,18.274,89.466,16.412,86.542,67.118,174.334,yes,yes,15,"OPUS image-level latitude/longitude bounds exist, but per-candidate mapping still needs camera geometry."
2001-01-08,N1357628584,co-iss-n1357628584,2001-01-08T06:49:41.405,data/metadata/co-iss-n1357628584.json,yes,-2.722,94.15,3.292,196.448,12849078.972,77.39938,102.39,56.256,135.363,18.48,89.499,16.605,84.875,87.497,177.712,yes,yes,15,"OPUS image-level latitude/longitude bounds exist, but per-candidate mapping still needs camera geometry."
2001-01-08,N1357629093,co-iss-n1357629093,2001-01-08T06:59:18.425,data/metadata/co-iss-n1357629093.json,yes,-2.723,99.6,3.292,201.919,12852898.942,77.42261,102.41,56.639,135.351,18.317,89.437,16.444,83.831,96.763,182.232,yes,yes,15,"OPUS image-level latitude/longitude bounds exist, but per-candidate mapping still needs camera geometry."
2001-01-08,N1357631115,co-iss-n1357631115,2001-01-08T07:32:24.380,data/metadata/co-iss-n1357631115.json,yes,-2.728,119.713,3.292,222.107,12867195.416,77.50841,102.486,72.508,155.82,18.246,89.885,16.38,83.538,117.409,198.815,yes,yes,15,"OPUS image-level latitude/longitude bounds exist, but per-candidate mapping still needs camera geometry."
2001-01-08,N1357631284,co-iss-n1357631284,2001-01-08T07:34:41.386,data/metadata/co-iss-n1357631284.json,yes,-2.728,121.248,3.292,223.649,12868358.977,77.51497,102.492,73.596,156.033,18.448,89.355,16.57,84.39,114.043,193.197,yes,yes,15,"OPUS image-level latitude/longitude bounds exist, but per-candidate mapping still needs camera geometry."
2001-01-08,N1357631793,co-iss-n1357631793,2001-01-08T07:44:18.406,data/metadata/co-iss-n1357631793.json,yes,-2.73,126.698,3.292,229.119,12872165.904,77.53825,102.513,73.529,156.361,18.223,89.514,16.366,83.757,122.511,195.634,yes,yes,15,"OPUS image-level latitude/longitude bounds exist, but per-candidate mapping still needs camera geometry."
2001-01-08,N1357633815,co-iss-n1357633815,2001-01-08T08:17:24.361,data/metadata/co-iss-n1357633815.json,yes,-2.734,146.811,3.292,249.308,12887222.89,77.62422,102.588,97.815,161.433,19.951,89.772,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-08,N1357633984,co-iss-n1357633984,2001-01-08T08:19:41.368,data/metadata/co-iss-n1357633984.json,yes,-2.734,148.347,3.292,250.849,12888424.396,77.63079,102.594,97.502,161.219,20.218,89.787,,,,,yes,no,11,Image-level viewing geometry exists; per-candidate latitude/longitude requires camera/SPICE mapping.
2001-01-08,N1357637415,co-iss-n1357637415,2001-01-08T09:17:24.336,data/metadata/co-iss-n1357637415.json,yes,-2.742,182.943,3.292,285.576,12912507.418,77.77898,102.724,56.753,135.887,18.697,89.598,16.833,83.583,179.527,263.49,yes,yes,15,"OPUS image-level latitude/longitude bounds exist, but per-candidate mapping still needs camera geometry."
2001-01-08,N1357637584,co-iss-n1357637584,2001-01-08T09:19:41.343,data/metadata/co-iss-n1357637584.json,yes,-2.742,184.479,3.292,287.117,12913530.398,77.78556,102.73,56.339,135.6,18.479,88.978,16.604,85.976,173.628,264.911,yes,yes,15,"OPUS image-level latitude/longitude bounds exist, but per-candidate mapping still needs camera geometry."
2001-01-08,N1357638093,co-iss-n1357638093,2001-01-08T09:29:18.363,data/metadata/co-iss-n1357638093.json,yes,-2.743,189.929,3.292,292.588,12917508.603,77.80895,102.75,57.516,136.295,18.695,89.521,16.812,83.335,187.486,274.485,yes,yes,15,"OPUS image-level latitude/longitude bounds exist, but per-candidate mapping still needs camera geometry."
2001-01-08,N1357640793,co-iss-n1357640793,2001-01-08T10:14:18.344,data/metadata/co-iss-n1357640793.json,yes,-2.749,217.028,3.292,319.788,12936919.233,77.92533,102.851,73.24,156.747,18.657,89.279,16.783,84.03,212.606,293.385,yes,yes,15,"OPUS image-level latitude/longitude bounds exist, but per-candidate mapping still needs camera geometry."
