image_id,track_id,candidate_id,confidence,track_length,frame_index,opus_id,image_number,time,x,y,brightness,blob_size,artifact_score,area_px,peak_snr,mean_snr,integrated_snr,sharpness,elongation,flags,reason
N1358114418,T1672,1358114418-1266,0.5331,3,19,co-iss-n1358114418,1358114418,2001-01-13T21:47:24.033,37.16,876.74,11.71,5,0.00,5,11.71,8.75,43.76,1.34,1.62,,"3 frame(s); median area 5.0 px; net motion dx=39.5, dy=8.5; flags: none"
N1358114587,T1672,1358114587-1007,0.5331,3,20,co-iss-n1358114587,1358114587,2001-01-13T21:49:41.040,34.45,868.80,10.58,4,0.15,4,10.58,9.00,36.00,1.18,6.17,,"3 frame(s); median area 5.0 px; net motion dx=39.5, dy=8.5; flags: none"
N1358115096,T1672,1358115096-1406,0.5331,3,21,co-iss-n1358115096,1358115096,2001-01-13T21:59:18.060,76.64,885.26,11.25,7,0.00,7,11.25,9.33,65.29,1.21,3.01,,"3 frame(s); median area 5.0 px; net motion dx=39.5, dy=8.5; flags: none"
N1358114418,T1650,1358114418-0804,0.5323,3,19,co-iss-n1358114418,1358114418,2001-01-13T21:47:24.033,177.55,841.52,11.71,6,0.00,6,11.71,10.12,60.74,1.16,2.13,,"3 frame(s); median area 4.0 px; net motion dx=12.1, dy=15.2; flags: none"
N1358114587,T1650,1358114587-0725,0.5323,3,20,co-iss-n1358114587,1358114587,2001-01-13T21:49:41.040,174.33,836.00,8.39,3,0.00,3,8.39,8.33,25.00,1.01,1.73,,"3 frame(s); median area 4.0 px; net motion dx=12.1, dy=15.2; flags: none"
N1358115096,T1650,1358115096-0861,0.5323,3,21,co-iss-n1358115096,1358115096,2001-01-13T21:59:18.060,189.64,856.68,14.96,4,0.00,4,14.96,10.25,41.00,1.46,2.45,,"3 frame(s); median area 4.0 px; net motion dx=12.1, dy=15.2; flags: none"
N1358101818,T0895,1358101818-0078,0.5313,2,9,co-iss-n1358101818,1358101818,2001-01-13T18:17:24.120,509.07,132.77,19.29,6,0.00,6,19.29,16.89,101.35,1.14,2.03,,"2 frame(s); median area 5.0 px; net motion dx=-26.6, dy=3.7; flags: none"
N1358101987,T0895,1358101987-0088,0.5313,2,10,co-iss-n1358101987,1358101987,2001-01-13T18:19:41.127,482.50,136.50,20.32,4,0.00,4,20.32,20.32,81.29,1.00,1.00,,"2 frame(s); median area 5.0 px; net motion dx=-26.6, dy=3.7; flags: none"
N1358114418,T1628,1358114418-0478,0.5307,3,19,co-iss-n1358114418,1358114418,2001-01-13T21:47:24.033,317.67,798.32,8.99,3,0.00,3,8.99,8.46,25.37,1.06,1.73,,"3 frame(s); median area 4.0 px; net motion dx=47.0, dy=0.9; flags: none"
N1358114587,T1628,1358114587-0385,0.5307,3,20,co-iss-n1358114587,1358114587,2001-01-13T21:49:41.040,315.73,784.03,9.74,4,0.00,4,9.74,8.11,32.43,1.20,3.60,,"3 frame(s); median area 4.0 px; net motion dx=47.0, dy=0.9; flags: none"
N1358115096,T1628,1358115096-0350,0.5307,3,21,co-iss-n1358115096,1358115096,2001-01-13T21:59:18.060,364.70,799.18,13.10,6,0.00,6,13.10,9.57,57.43,1.37,1.52,,"3 frame(s); median area 4.0 px; net motion dx=47.0, dy=0.9; flags: none"
N1358063287,T0524,1358063287-0198,0.5305,2,2,co-iss-n1358063287,1358063287,2001-01-13T07:34:41.395,334.74,612.57,28.17,4,0.00,4,28.17,16.62,66.50,1.69,1.00,,"2 frame(s); median area 4.0 px; net motion dx=16.8, dy=-69.1; flags: none"
N1358063796,T0524,1358063796-0069,0.5305,2,3,co-iss-n1358063796,1358063796,2001-01-13T07:44:18.415,351.59,543.42,19.51,4,0.00,4,19.51,13.02,52.06,1.50,1.00,,"2 frame(s); median area 4.0 px; net motion dx=16.8, dy=-69.1; flags: none"
N1358063118,T0470,1358063118-0436,0.5300,3,1,co-iss-n1358063118,1358063118,2001-01-13T07:32:24.388,651.34,969.32,9.75,6,0.00,6,9.75,9.22,55.33,1.06,3.37,,"3 frame(s); median area 5.0 px; net motion dx=-26.7, dy=39.3; flags: none"
N1358063287,T0470,1358063287-0467,0.5300,3,2,co-iss-n1358063287,1358063287,2001-01-13T07:34:41.395,660.69,961.95,9.80,5,0.00,5,9.80,8.77,43.86,1.12,3.84,,"3 frame(s); median area 5.0 px; net motion dx=-26.7, dy=39.3; flags: none"
N1358063796,T0470,1358063796-0344,0.5300,3,3,co-iss-n1358063796,1358063796,2001-01-13T07:44:18.415,624.62,1008.59,8.27,5,0.00,5,8.27,8.10,40.49,1.02,2.53,,"3 frame(s); median area 5.0 px; net motion dx=-26.7, dy=39.3; flags: none"
N1358105418,T1027,1358105418-0464,0.5300,3,11,co-iss-n1358105418,1358105418,2001-01-13T19:17:24.095,704.43,793.96,9.61,4,0.15,4,9.61,8.38,33.54,1.15,6.85,,"3 frame(s); median area 4.0 px; net motion dx=-70.5, dy=-25.0; flags: none"
N1358105587,T1027,1358105587-0377,0.5300,3,12,co-iss-n1358105587,1358105587,2001-01-13T19:19:41.102,697.06,777.64,10.31,3,0.00,3,10.31,9.46,28.39,1.09,4.39,,"3 frame(s); median area 4.0 px; net motion dx=-70.5, dy=-25.0; flags: none"
N1358106096,T1027,1358106096-0215,0.5300,3,13,co-iss-n1358106096,1358106096,2001-01-13T19:29:18.122,633.97,768.93,9.53,6,0.00,6,9.53,7.96,47.75,1.20,2.45,,"3 frame(s); median area 4.0 px; net motion dx=-70.5, dy=-25.0; flags: none"
N1358114418,T1626,1358114418-0432,0.5295,3,19,co-iss-n1358114418,1358114418,2001-01-13T21:47:24.033,330.75,790.56,10.31,4,0.00,4,10.31,8.85,35.38,1.17,1.82,,"3 frame(s); median area 4.0 px; net motion dx=52.1, dy=8.7; flags: none"
N1358114587,T1626,1358114587-0432,0.5295,3,20,co-iss-n1358114587,1358114587,2001-01-13T21:49:41.040,311.69,791.30,9.91,4,0.00,4,9.91,8.13,32.52,1.22,2.45,,"3 frame(s); median area 4.0 px; net motion dx=52.1, dy=8.7; flags: none"
N1358115096,T1626,1358115096-0360,0.5295,3,21,co-iss-n1358115096,1358115096,2001-01-13T21:59:18.060,382.88,799.26,11.25,3,0.00,3,11.25,10.08,30.23,1.12,4.39,,"3 frame(s); median area 4.0 px; net motion dx=52.1, dy=8.7; flags: none"
N1358108118,T1447,1358108118-0815,0.5285,3,14,co-iss-n1358108118,1358108118,2001-01-13T20:02:24.077,772.06,1019.31,11.52,3,0.00,3,11.52,10.48,31.43,1.10,4.39,,"3 frame(s); median area 5.0 px; net motion dx=-53.6, dy=0.5; flags: none"
N1358108287,T1447,1358108287-0610,0.5285,3,15,co-iss-n1358108287,1358108287,2001-01-13T20:04:41.083,782.84,1018.28,9.93,5,0.00,5,9.93,8.87,44.33,1.12,2.89,,"3 frame(s); median area 5.0 px; net motion dx=-53.6, dy=0.5; flags: none"
N1358108796,T1447,1358108796-0533,0.5285,3,16,co-iss-n1358108796,1358108796,2001-01-13T20:14:18.103,718.42,1019.82,12.26,5,0.00,5,12.26,9.49,47.45,1.29,2.46,,"3 frame(s); median area 5.0 px; net motion dx=-53.6, dy=0.5; flags: none"
N1358108118,T1446,1358108118-0814,0.5278,3,14,co-iss-n1358108118,1358108118,2001-01-13T20:02:24.077,757.82,1019.80,9.62,5,0.00,5,9.62,9.22,46.11,1.04,4.24,,"3 frame(s); median area 5.0 px; net motion dx=-70.8, dy=-4.0; flags: none"
N1358108287,T1446,1358108287-0533,0.5278,3,15,co-iss-n1358108287,1358108287,2001-01-13T20:04:41.083,754.49,1007.01,9.93,4,0.15,4,9.93,9.05,36.21,1.10,6.85,,"3 frame(s); median area 5.0 px; net motion dx=-70.8, dy=-4.0; flags: none"
N1358108796,T1446,1358108796-0494,0.5278,3,16,co-iss-n1358108796,1358108796,2001-01-13T20:14:18.103,687.01,1015.79,9.82,5,0.00,5,9.82,9.37,46.87,1.05,5.21,,"3 frame(s); median area 5.0 px; net motion dx=-70.8, dy=-4.0; flags: none"
N1358105418,T1031,1358105418-0554,0.5277,2,11,co-iss-n1358105418,1358105418,2001-01-13T19:17:24.095,717.55,808.69,11.98,5,0.00,5,11.98,8.98,44.91,1.33,3.40,,"2 frame(s); median area 6.0 px; net motion dx=-57.2, dy=-24.1; flags: none"
N1358106096,T1031,1358106096-0292,0.5277,2,13,co-iss-n1358106096,1358106096,2001-01-13T19:29:18.122,660.38,784.59,18.09,7,0.00,7,18.09,10.90,76.32,1.66,2.76,,"2 frame(s); median area 6.0 px; net motion dx=-57.2, dy=-24.1; flags: none"
N1358105418,T1055,1358105418-0933,0.5275,3,11,co-iss-n1358105418,1358105418,2001-01-13T19:17:24.095,867.35,843.95,10.50,3,0.00,3,10.50,10.04,30.11,1.05,1.73,,"3 frame(s); median area 4.0 px; net motion dx=-87.9, dy=-0.3; flags: none"
N1358105587,T1055,1358105587-0639,0.5275,3,12,co-iss-n1358105587,1358105587,2001-01-13T19:19:41.102,858.00,825.51,9.61,4,0.15,4,9.61,9.23,36.93,1.04,6.85,,"3 frame(s); median area 4.0 px; net motion dx=-87.9, dy=-0.3; flags: none"
N1358106096,T1055,1358106096-0828,0.5275,3,13,co-iss-n1358106096,1358106096,2001-01-13T19:29:18.122,779.41,843.61,12.17,4,0.00,4,12.17,9.84,39.35,1.24,2.62,,"3 frame(s); median area 4.0 px; net motion dx=-87.9, dy=-0.3; flags: none"
N1358065818,T0552,1358065818-0087,0.5261,2,4,co-iss-n1358065818,1358065818,2001-01-13T08:17:24.370,325.47,155.80,17.49,5,0.00,5,17.49,10.52,52.61,1.66,3.40,,"2 frame(s); median area 5.0 px; net motion dx=-4.8, dy=5.9; flags: none"
N1358065987,T0552,1358065987-0092,0.5261,2,5,co-iss-n1358065987,1358065987,2001-01-13T08:19:41.376,320.72,161.73,20.39,5,0.00,5,20.39,11.85,59.27,1.72,2.89,,"2 frame(s); median area 5.0 px; net motion dx=-4.8, dy=5.9; flags: none"
N1358110818,T1529,1358110818-0312,0.5261,2,17,co-iss-n1358110818,1358110818,2001-01-13T20:47:24.058,198.76,512.71,16.51,7,0.00,7,16.51,12.24,85.65,1.35,3.77,,"2 frame(s); median area 5.5 px; net motion dx=50.8, dy=-6.2; flags: none"
N1358110987,T1529,1358110987-0296,0.5261,2,18,co-iss-n1358110987,1358110987,2001-01-13T20:49:41.065,249.54,506.54,17.20,4,0.00,4,17.20,15.94,63.75,1.08,1.00,,"2 frame(s); median area 5.5 px; net motion dx=50.8, dy=-6.2; flags: none"
N1358069418,T0743,1358069418-1274,0.5255,2,6,co-iss-n1358069418,1358069418,2001-01-13T09:17:24.345,905.02,863.36,8.67,3,0.00,3,8.67,8.03,24.08,1.08,1.73,,"2 frame(s); median area 7.0 px; net motion dx=16.0, dy=-31.1; flags: none"
N1358069587,T0743,1358069587-0759,0.5255,2,7,co-iss-n1358069587,1358069587,2001-01-13T09:19:41.351,921.07,832.28,12.35,11,0.00,11,12.35,9.17,100.92,1.35,1.61,,"2 frame(s); median area 7.0 px; net motion dx=16.0, dy=-31.1; flags: none"
N1358114418,T1643,1358114418-0719,0.5254,3,19,co-iss-n1358114418,1358114418,2001-01-13T21:47:24.033,199.91,833.47,12.38,4,0.00,4,12.38,10.04,40.16,1.23,2.45,,"3 frame(s); median area 4.0 px; net motion dx=39.4, dy=11.9; flags: none"
N1358114587,T1643,1358114587-0631,0.5254,3,20,co-iss-n1358114587,1358114587,2001-01-13T21:49:41.040,203.97,825.77,8.72,4,0.00,4,8.72,8.19,32.74,1.07,1.63,,"3 frame(s); median area 4.0 px; net motion dx=39.4, dy=11.9; flags: none"
N1358115096,T1643,1358115096-0741,0.5254,3,21,co-iss-n1358115096,1358115096,2001-01-13T21:59:18.060,239.29,845.41,13.10,6,0.00,6,13.10,9.91,59.48,1.32,2.91,,"3 frame(s); median area 4.0 px; net motion dx=39.4, dy=11.9; flags: none"
N1358063118,T0444,1358063118-0223,0.5250,2,1,co-iss-n1358063118,1358063118,2001-01-13T07:32:24.388,416.36,893.91,50.16,3,0.00,3,50.16,25.95,77.86,1.93,1.73,,"2 frame(s); median area 3.5 px; net motion dx=-17.4, dy=58.4; flags: none"
N1358063287,T0525,1358063287-0308,0.5250,2,2,co-iss-n1358063287,1358063287,2001-01-13T07:34:41.395,998.34,915.70,44.31,4,0.00,4,44.31,24.26,97.05,1.83,1.00,,"2 frame(s); median area 3.5 px; net motion dx=2.4, dy=-64.9; flags: none"
N1358063287,T0444,1358063287-0433,0.5250,2,2,co-iss-n1358063287,1358063287,2001-01-13T07:34:41.395,398.93,952.34,99.97,4,0.00,4,99.97,42.29,169.15,2.36,2.70,,"2 frame(s); median area 3.5 px; net motion dx=-17.4, dy=58.4; flags: none"
N1358063796,T0525,1358063796-0115,0.5250,2,3,co-iss-n1358063796,1358063796,2001-01-13T07:44:18.415,1000.71,850.82,32.66,3,0.00,3,32.66,20.64,61.91,1.58,1.73,,"2 frame(s); median area 3.5 px; net motion dx=2.4, dy=-64.9; flags: none"
N1358108118,T1374,1358108118-0068,0.5250,2,14,co-iss-n1358108118,1358108118,2001-01-13T20:02:24.077,505.85,315.42,21.67,3,0.00,3,21.67,16.60,49.80,1.31,1.73,,"2 frame(s); median area 3.5 px; net motion dx=7.9, dy=-16.7; flags: none"
N1358108796,T1374,1358108796-0035,0.5250,2,16,co-iss-n1358108796,1358108796,2001-01-13T20:14:18.103,513.78,298.74,76.25,4,0.00,4,76.25,30.78,123.13,2.48,1.00,,"2 frame(s); median area 3.5 px; net motion dx=7.9, dy=-16.7; flags: none"
N1358114418,T1590,1358114418-0055,0.5250,2,19,co-iss-n1358114418,1358114418,2001-01-13T21:47:24.033,222.45,351.16,24.12,3,0.00,3,24.12,17.68,53.04,1.36,1.73,,"2 frame(s); median area 3.5 px; net motion dx=-39.7, dy=-36.7; flags: none"
N1358114587,T1726,1358114587-0087,0.5250,2,20,co-iss-n1358114587,1358114587,2001-01-13T21:49:41.040,547.20,452.37,100.87,4,0.00,4,100.87,50.52,202.10,2.00,1.00,,"2 frame(s); median area 3.5 px; net motion dx=54.0, dy=14.9; flags: none"
N1358115096,T1590,1358115096-0029,0.5250,2,21,co-iss-n1358115096,1358115096,2001-01-13T21:59:18.060,182.74,314.43,28.51,4,0.00,4,28.51,16.60,66.40,1.72,1.00,,"2 frame(s); median area 3.5 px; net motion dx=-39.7, dy=-36.7; flags: none"
N1358115096,T1726,1358115096-0051,0.5250,2,21,co-iss-n1358115096,1358115096,2001-01-13T21:59:18.060,601.25,467.30,20.84,3,0.00,3,20.84,15.44,46.31,1.35,1.73,,"2 frame(s); median area 3.5 px; net motion dx=54.0, dy=14.9; flags: none"
N1358117118,T1949,1358117118-0022,0.5250,2,22,co-iss-n1358117118,1358117118,2001-01-13T22:32:24.014,124.87,108.52,25.99,3,0.00,3,25.99,18.22,54.67,1.43,1.73,,"2 frame(s); median area 3.5 px; net motion dx=-2.6, dy=-42.2; flags: none"
N1358117118,T1958,1358117118-0098,0.5250,2,22,co-iss-n1358117118,1358117118,2001-01-13T22:32:24.014,925.13,422.71,12.31,4,0.00,4,12.31,9.77,39.08,1.26,1.63,,"2 frame(s); median area 3.5 px; net motion dx=-42.8, dy=72.5; flags: none"
N1358117287,T1958,1358117287-0161,0.5250,2,23,co-iss-n1358117287,1358117287,2001-01-13T22:34:41.021,882.28,495.18,79.36,3,0.00,3,79.36,48.99,146.96,1.62,1.73,,"2 frame(s); median area 3.5 px; net motion dx=-42.8, dy=72.5; flags: none"
N1358117796,T1949,1358117796-0008,0.5250,2,24,co-iss-n1358117796,1358117796,2001-01-13T22:44:18.041,122.28,66.37,35.94,4,0.00,4,35.94,20.15,80.60,1.78,1.00,,"2 frame(s); median area 3.5 px; net motion dx=-2.6, dy=-42.2; flags: none"
N1358110818,T1516,1358110818-0223,0.5249,2,17,co-iss-n1358110818,1358110818,2001-01-13T20:47:24.058,495.31,368.29,16.75,6,0.00,6,16.75,13.27,79.62,1.26,2.64,,"2 frame(s); median area 5.5 px; net motion dx=19.7, dy=-48.0; flags: none"
N1358110987,T1516,1358110987-0180,0.5249,2,18,co-iss-n1358110987,1358110987,2001-01-13T20:49:41.065,515.02,320.33,16.56,5,0.00,5,16.56,10.15,50.76,1.63,4.65,,"2 frame(s); median area 5.5 px; net motion dx=19.7, dy=-48.0; flags: none"
N1358117118,T2012,1358117118-0679,0.5240,3,22,co-iss-n1358117118,1358117118,2001-01-13T22:32:24.014,315.56,1009.62,11.25,5,0.00,5,11.25,9.62,48.11,1.17,3.40,,"3 frame(s); median area 5.0 px; net motion dx=45.9, dy=10.9; flags: none"
N1358117287,T2012,1358117287-0486,0.5240,3,23,co-iss-n1358117287,1358117287,2001-01-13T22:34:41.021,310.77,1001.16,9.86,5,0.00,5,9.86,8.39,41.94,1.18,2.89,,"3 frame(s); median area 5.0 px; net motion dx=45.9, dy=10.9; flags: none"
N1358117796,T2012,1358117796-0389,0.5240,3,24,co-iss-n1358117796,1358117796,2001-01-13T22:44:18.041,361.50,1020.50,10.09,4,0.00,4,10.09,10.09,40.35,1.00,1.00,,"3 frame(s); median area 5.0 px; net motion dx=45.9, dy=10.9; flags: none"
N1358108287,T1452,1358108287-0080,0.5233,2,15,co-iss-n1358108287,1358108287,2001-01-13T20:04:41.083,155.52,231.87,13.89,4,0.00,4,13.89,10.59,42.37,1.31,2.62,,"2 frame(s); median area 4.5 px; net motion dx=70.4, dy=-9.1; flags: none"
N1358108796,T1452,1358108796-0024,0.5233,2,16,co-iss-n1358108796,1358108796,2001-01-13T20:14:18.103,225.90,222.74,27.23,5,0.00,5,27.23,17.14,85.68,1.59,1.73,,"2 frame(s); median area 4.5 px; net motion dx=70.4, dy=-9.1; flags: none"
N1358105418,T1065,1358105418-1089,0.5228,3,11,co-iss-n1358105418,1358105418,2001-01-13T19:17:24.095,971.93,856.02,10.10,5,0.00,5,10.10,8.65,43.25,1.17,2.62,,"3 frame(s); median area 5.0 px; net motion dx=-67.5, dy=14.4; flags: none"
N1358105587,T1065,1358105587-0944,0.5228,3,12,co-iss-n1358105587,1358105587,2001-01-13T19:19:41.102,986.02,859.33,8.05,3,0.00,3,8.05,7.73,23.19,1.04,1.73,,"3 frame(s); median area 5.0 px; net motion dx=-67.5, dy=14.4; flags: none"
N1358106096,T1065,1358106096-1217,0.5228,3,13,co-iss-n1358106096,1358106096,2001-01-13T19:29:18.122,904.43,870.43,11.30,6,0.00,6,11.30,8.63,51.78,1.31,1.21,,"3 frame(s); median area 5.0 px; net motion dx=-67.5, dy=14.4; flags: none"
N1358069418,T0710,1358069418-0635,0.5224,2,6,co-iss-n1358069418,1358069418,2001-01-13T09:17:24.345,586.29,811.95,15.73,3,0.00,3,15.73,11.42,34.25,1.38,4.39,,"2 frame(s); median area 6.0 px; net motion dx=-8.8, dy=-1.9; flags: none"
N1358069587,T0710,1358069587-0590,0.5224,2,7,co-iss-n1358069587,1358069587,2001-01-13T09:19:41.351,577.47,810.08,12.56,9,0.00,9,12.56,9.18,82.58,1.37,1.59,,"2 frame(s); median area 6.0 px; net motion dx=-8.8, dy=-1.9; flags: none"
N1358114418,T1656,1358114418-0977,0.5219,3,19,co-iss-n1358114418,1358114418,2001-01-13T21:47:24.033,72.44,857.30,13.16,6,0.00,6,13.16,9.26,55.55,1.42,2.94,,"3 frame(s); median area 5.0 px; net motion dx=76.2, dy=13.6; flags: none"
N1358114587,T1656,1358114587-0826,0.5219,3,20,co-iss-n1358114587,1358114587,2001-01-13T21:49:41.040,74.94,847.94,11.83,5,0.00,5,11.83,8.69,43.44,1.36,2.62,,"3 frame(s); median area 5.0 px; net motion dx=76.2, dy=13.6; flags: none"
N1358115096,T1656,1358115096-1102,0.5219,3,21,co-iss-n1358115096,1358115096,2001-01-13T21:59:18.060,148.59,870.93,13.10,4,0.00,4,13.10,10.30,41.19,1.27,2.45,,"3 frame(s); median area 5.0 px; net motion dx=76.2, dy=13.6; flags: none"
N1358110818,T1541,1358110818-0435,0.5216,2,17,co-iss-n1358110818,1358110818,2001-01-13T20:47:24.058,715.29,674.57,13.36,7,0.00,7,13.36,13.36,93.52,1.00,2.18,,"2 frame(s); median area 6.0 px; net motion dx=-57.0, dy=-24.7; flags: none"
N1358110987,T1541,1358110987-0386,0.5216,2,18,co-iss-n1358110987,1358110987,2001-01-13T20:49:41.065,658.27,649.84,14.67,5,0.00,5,14.67,13.91,69.56,1.05,2.89,,"2 frame(s); median area 6.0 px; net motion dx=-57.0, dy=-24.7; flags: none"
N1358065818,T0587,1358065818-0419,0.5215,2,4,co-iss-n1358065818,1358065818,2001-01-13T08:17:24.370,797.07,672.65,14.39,9,0.00,9,14.39,11.35,102.15,1.27,5.30,,"2 frame(s); median area 6.0 px; net motion dx=0.3, dy=-59.8; flags: none"
N1358065987,T0587,1358065987-0457,0.5215,2,5,co-iss-n1358065987,1358065987,2001-01-13T08:19:41.376,797.33,612.90,13.62,3,0.00,3,13.62,10.49,31.47,1.30,4.39,,"2 frame(s); median area 6.0 px; net motion dx=0.3, dy=-59.8; flags: none"
N1358069418,T0751,1358069418-1647,0.5215,2,6,co-iss-n1358069418,1358069418,2001-01-13T09:17:24.345,988.59,889.69,10.43,3,0.00,3,10.43,8.54,25.63,1.22,1.73,,"2 frame(s); median area 7.0 px; net motion dx=-1.2, dy=-24.2; flags: none"
N1358069587,T0751,1358069587-1048,0.5215,2,7,co-iss-n1358069587,1358069587,2001-01-13T09:19:41.351,987.43,865.53,9.24,11,0.00,11,9.24,8.15,89.63,1.13,2.05,,"2 frame(s); median area 7.0 px; net motion dx=-1.2, dy=-24.2; flags: none"
N1358117118,T2003,1358117118-0636,0.5209,2,22,co-iss-n1358117118,1358117118,2001-01-13T22:32:24.014,382.95,1005.26,9.39,4,0.00,4,9.39,8.51,34.05,1.10,1.62,,"2 frame(s); median area 7.0 px; net motion dx=-5.4, dy=-5.9; flags: none"
N1358117796,T2003,1358117796-0228,0.5209,2,24,co-iss-n1358117796,1358117796,2001-01-13T22:44:18.041,377.55,999.38,10.09,10,0.00,10,10.09,9.51,95.14,1.06,2.03,,"2 frame(s); median area 7.0 px; net motion dx=-5.4, dy=-5.9; flags: none"
N1358101818,T0915,1358101818-0227,0.5207,2,9,co-iss-n1358101818,1358101818,2001-01-13T18:17:24.120,412.68,345.77,17.54,7,0.00,7,17.54,10.96,76.73,1.60,5.96,,"2 frame(s); median area 5.0 px; net motion dx=8.4, dy=9.0; flags: none"
N1358101987,T0915,1358101987-0213,0.5207,2,10,co-iss-n1358101987,1358101987,2001-01-13T18:19:41.127,421.12,354.77,18.51,3,0.00,3,18.51,15.13,45.39,1.22,4.39,,"2 frame(s); median area 5.0 px; net motion dx=8.4, dy=9.0; flags: none"
N1358117118,T1966,1358117118-0158,0.5203,2,22,co-iss-n1358117118,1358117118,2001-01-13T22:32:24.014,422.77,675.98,36.06,5,0.00,5,36.06,14.59,72.93,2.47,2.44,,"2 frame(s); median area 4.0 px; net motion dx=76.2, dy=-9.3; flags: none"
N1358117287,T1966,1358117287-0219,0.5203,2,23,co-iss-n1358117287,1358117287,2001-01-13T22:34:41.021,499.00,666.66,8.22,3,0.00,3,8.22,8.10,24.30,1.01,4.39,,"2 frame(s); median area 4.0 px; net motion dx=76.2, dy=-9.3; flags: none"
N1358114418,T1629,1358114418-0485,0.5201,3,19,co-iss-n1358114418,1358114418,2001-01-13T21:47:24.033,310.39,799.36,11.96,3,0.00,3,11.96,10.27,30.80,1.16,1.73,,"3 frame(s); median area 3.0 px; net motion dx=36.9, dy=4.5; flags: none"
N1358114587,T1629,1358114587-0429,0.5201,3,20,co-iss-n1358114587,1358114587,2001-01-13T21:49:41.040,297.95,792.04,10.52,4,0.00,4,10.52,9.13,36.50,1.15,1.73,,"3 frame(s); median area 3.0 px; net motion dx=36.9, dy=4.5; flags: none"
N1358115096,T1629,1358115096-0386,0.5201,3,21,co-iss-n1358115096,1358115096,2001-01-13T21:59:18.060,347.24,803.89,12.63,3,0.00,3,12.63,9.74,29.22,1.30,1.73,,"3 frame(s); median area 3.0 px; net motion dx=36.9, dy=4.5; flags: none"
N1358117118,T2004,1358117118-0642,0.5192,3,22,co-iss-n1358117118,1358117118,2001-01-13T22:32:24.014,326.96,1005.26,11.25,3,0.00,3,11.25,9.62,28.86,1.17,1.73,,"3 frame(s); median area 3.0 px; net motion dx=10.7, dy=13.1; flags: none"
N1358117287,T2004,1358117287-0477,0.5192,3,23,co-iss-n1358117287,1358117287,2001-01-13T22:34:41.021,322.36,998.58,9.86,7,0.00,7,9.86,8.61,60.27,1.15,3.14,,"3 frame(s); median area 3.0 px; net motion dx=10.7, dy=13.1; flags: none"
N1358117796,T2004,1358117796-0368,0.5192,3,24,co-iss-n1358117796,1358117796,2001-01-13T22:44:18.041,337.66,1018.35,8.51,3,0.00,3,8.51,8.07,24.20,1.05,1.73,,"3 frame(s); median area 3.0 px; net motion dx=10.7, dy=13.1; flags: none"
N1358065818,T0563,1358065818-0145,0.5187,2,4,co-iss-n1358065818,1358065818,2001-01-13T08:17:24.370,174.32,243.74,19.34,3,0.00,3,19.34,15.62,46.86,1.24,1.73,,"2 frame(s); median area 4.5 px; net motion dx=-27.9, dy=8.1; flags: none"
N1358065987,T0563,1358065987-0145,0.5187,2,5,co-iss-n1358065987,1358065987,2001-01-13T08:19:41.376,146.44,251.80,20.22,6,0.00,6,20.22,18.76,112.53,1.08,2.08,,"2 frame(s); median area 4.5 px; net motion dx=-27.9, dy=8.1; flags: none"
N1358105418,T1032,1358105418-0560,0.5187,2,11,co-iss-n1358105418,1358105418,2001-01-13T19:17:24.095,768.89,809.28,12.80,8,0.00,8,12.80,8.61,68.91,1.49,1.37,,"2 frame(s); median area 6.0 px; net motion dx=-58.4, dy=0.0; flags: none"
N1358106096,T1032,1358106096-0447,0.5187,2,13,co-iss-n1358106096,1358106096,2001-01-13T19:29:18.122,710.44,809.28,14.25,4,0.00,4,14.25,9.85,39.39,1.45,1.82,,"2 frame(s); median area 6.0 px; net motion dx=-58.4, dy=0.0; flags: none"
N1358101818,T0923,1358101818-0277,0.5184,2,9,co-iss-n1358101818,1358101818,2001-01-13T18:17:24.120,369.72,423.21,16.96,6,0.00,6,16.96,14.06,84.33,1.21,3.60,,"2 frame(s); median area 5.0 px; net motion dx=65.8, dy=-48.2; flags: none"
N1358101987,T0923,1358101987-0225,0.5184,2,10,co-iss-n1358101987,1358101987,2001-01-13T18:19:41.127,435.47,374.99,18.34,4,0.00,4,18.34,17.33,69.33,1.06,2.62,,"2 frame(s); median area 5.0 px; net motion dx=65.8, dy=-48.2; flags: none"
N1358063118,T0468,1358063118-0396,0.5183,3,1,co-iss-n1358063118,1358063118,2001-01-13T07:32:24.388,641.54,965.20,9.75,8,0.00,8,9.75,8.10,64.77,1.20,1.38,,"3 frame(s); median area 3.0 px; net motion dx=-7.5, dy=12.1; flags: none"
N1358063287,T0468,1358063287-0463,0.5183,3,2,co-iss-n1358063287,1358063287,2001-01-13T07:34:41.395,647.34,960.03,8.19,3,0.00,3,8.19,7.91,23.72,1.04,1.73,,"3 frame(s); median area 3.0 px; net motion dx=-7.5, dy=12.1; flags: none"
N1358063796,T0468,1358063796-0243,0.5183,3,3,co-iss-n1358063796,1358063796,2001-01-13T07:44:18.415,634.00,977.33,8.27,3,0.00,3,8.27,8.27,24.82,1.00,4.39,,"3 frame(s); median area 3.0 px; net motion dx=-7.5, dy=12.1; flags: none"
N1358069418,T0706,1358069418-0566,0.5173,2,6,co-iss-n1358069418,1358069418,2001-01-13T09:17:24.345,585.31,802.61,13.19,8,0.00,8,13.19,9.43,75.43,1.40,1.31,,"2 frame(s); median area 6.5 px; net motion dx=-7.2, dy=11.8; flags: none"
